property_type,society,sector,price_in_crores,price_per_sqft,area_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Super Built up area,Built Up area,Carpet area,study room,store room,Pooja Room,servant room,Others,furnishing_type,luxury_score,area_room_ratio
house,independent,sector 26,15.0,33200.0,4518.0722891566265,,5.0,6.0,3+,3.0,North,Moderately Old,,4518.07,,1,1,0,1,0,0,78,903.6144578313254
house,independent,sector 43,8.25,30556.000000000004,2699.9607278439585,,5.0,6.0,3+,3.0,West,Moderately Old,,2699.96,,1,1,0,1,0,0,64,539.9921455687917
house,DLF City Plots Phase 2,sector 25,10.75,29861.0,3600.0133953986806,,9.0,9.0,3+,3.0,South-West,Old Property,,3600.01,,0,1,0,1,0,1,73,400.0014883776312
house,independent,sector 38,2.1,23333.0,900.0128573265332,,2.0,7.0,3+,3.0,North-East,Relatively New,,900.01,,1,1,0,0,0,1,27,128.5732653323619
house,Unitech Espace,sector 50,7.35,41762.0,1759.9731813610458,,4.0,4.0,3+,3.0,South,Moderately Old,,1759.97,,0,0,0,1,0,0,52,439.99329534026145
house,independent,sector 49,4.45,15450.999999999998,2880.072487217656,,6.0,6.0,3,3.0,North,Moderately Old,,2880.07,,1,1,0,1,0,2,152,480.0120812029427
house,independent,sector 9,3.4,12938.000000000002,2627.9177616324005,,9.0,9.0,3,3.0,West,Moderately Old,,2627.92,,0,0,0,0,0,0,61,291.99086240360003
house,Emaar MGF Marbella,sector 66,12.0,38095.0,3150.0196876230475,,5.0,6.0,3+,3.0,North-East,Relatively New,,3150.02,,0,1,0,1,0,0,153,630.0039375246095
house,independent,sector 48,8.4,25926.0,3239.990742883592,,4.0,4.0,3,2.0,,Old Property,,3239.99,,0,0,0,1,0,0,15,809.997685720898
house,Vipul Tatvam Villa,sector 48,8.5,26235.0,3239.946636173051,,4.0,4.0,2,,East,Moderately Old,,3239.95,,0,1,0,1,0,1,88,809.9866590432628
house,independent,sector 25,7.6,38759.99999999999,1960.7843137254904,,2.0,9.0,3,4.0,East,Relatively New,,1960.78,,1,1,0,0,0,0,84,217.86492374727672
house,Ansal Sushant Lok Plots,sector 43,7.0,25926.000000000004,2699.9922857363263,,5.0,5.0,3+,3.0,North-East,Relatively New,,2699.99,,1,0,0,1,0,0,41,539.9984571472653
house,Grover Homes Sec 4,sector 4,4.75,9374.0,5067.2071687646685,,5.0,5.0,1,1.0,South-East,Old Property,,5067.21,,1,0,0,1,0,0,35,1013.4414337529337
house,independent,sector 9,3.5,13410.0,2609.992542878449,,9.0,9.0,3+,3.0,North-East,Relatively New,,2609.99,,1,0,0,0,0,1,23,289.99917143093876
house,independent,sector 40,5.0,21124.0,2366.9759515243327,,9.0,9.0,3+,3.0,North-West,Moderately Old,,2366.98,,0,1,0,1,0,0,83,262.99732794714805
house,independent,sector 50,10.56,32593.0,3239.959500506244,,5.0,5.0,3,3.0,,Moderately Old,,3239.96,,0,0,0,1,0,1,20,647.9919001012488
house,Ansal API Esencia,sector 67,5.46,24170.0,2258.998758791891,,4.0,5.0,3+,2.0,East,Relatively New,,2259.0,,1,1,0,0,0,0,103,564.7496896979727
house,independent,sector 25,10.0,37037.0,2700.0027000027,,5.0,6.0,3,3.0,North,Old Property,,2700.0,,0,1,0,1,0,0,64,540.00054000054
house,independent,sector 25,9.0,28490.0,3159.003159003159,,10.0,10.0,3,3.0,East,Old Property,,3159.0,,0,0,0,0,0,0,64,315.9003159003159
house,independent,sector 7,1.95,13542.0,1439.964554718653,,2.0,2.0,2,2.0,,Old Property,,1439.96,,0,0,0,0,0,1,0,719.9822773593265
house,independent,sector 57,3.3,19097.0,1728.0201078703462,,4.0,4.0,2,3.0,South-East,Moderately Old,,1728.02,,0,1,0,0,0,0,60,432.00502696758656
house,Suncity Essel Towers,sector 28,6.0,22222.000000000004,2700.027000270002,,4.0,4.0,3+,3.0,East,Old Property,,2700.03,,1,0,0,0,0,0,89,675.0067500675005
house,independent,sector 25,9.0,33333.00000000001,2700.027000270002,,5.0,5.0,3,3.0,North,Old Property,,2700.03,,1,1,0,1,0,1,56,540.0054000540005
house,independent,sector 26,5.8,32222.0,1800.0124138787164,,5.0,5.0,3+,2.0,North,Old Property,,1800.01,,1,1,0,1,0,1,53,360.00248277574326
house,nul,sector 25,6.25,34722.0,1800.0115200737284,,5.0,5.0,3,2.0,East,Moderately Old,,1800.01,,0,0,0,1,0,0,112,360.0023040147457
house,Bptp Visionnaire,sector 70,5.4,20690.0,2609.956500724988,,4.0,5.0,3+,3.0,North,Relatively New,,2609.96,,1,1,0,1,0,0,136,652.489125181247
house,independent,sector 43,5.75,29716.0,1934.984520123839,,4.0,4.0,2,2.0,North,Old Property,,1934.98,,0,1,0,1,0,1,34,483.74613003095976
house,independent,sector 2,2.55,16378.0,1556.9666625961656,,3.0,3.0,2,2.0,South,Old Property,,1556.97,,0,0,0,0,0,1,8,518.9888875320552
house,independent,sector 2,5.6,17284.0,3239.990742883592,,8.0,6.0,3+,,South-West,Moderately Old,,3239.99,,1,1,0,1,0,1,0,404.998842860449
house,independent,sector 45,17.0,37776.99999999999,4500.092648966303,,5.0,8.0,3+,3.0,North-East,Relatively New,,4500.09,,1,1,0,1,0,2,152,900.0185297932607
house,Experion Windchants,sector 112,7.99,12519.0,6382.298905663391,,4.0,6.0,3,2.0,South-East,New Property,,6382.3,,0,1,0,1,0,0,129,1595.5747264158479
house,Uppal Southend,sector 49,3.75,25561.999999999996,1467.0213598309992,,2.0,6.0,3,3.0,East,Moderately Old,,1467.02,,0,0,0,0,0,1,49,244.5035599718332
house,Vipul Tatvam Villa,sector 48,7.25,27971.0,2591.970254906868,,3.0,4.0,2,2.0,South,Moderately Old,,2591.97,,1,1,0,1,0,0,115,863.990084968956
house,Vipul Tatvam Villa,sector 48,8.4,21000.0,4000.0,,4.0,5.0,3+,2.0,North,Moderately Old,,4000.0,,1,0,0,1,0,0,49,1000.0
house,independent,sector 55,3.55,24500.0,1448.9795918367347,,4.0,4.0,3+,2.0,,Old Property,,1448.98,,0,0,0,0,0,0,27,362.2448979591837
house,DLF New Town Heights,sector 91,2.5,7058.0,3542.0799093227542,,4.0,4.0,3+,3.0,East,Moderately Old,,3542.08,,1,1,0,1,0,0,80,885.5199773306886
house,DLF New Town Heights,sector 86,2.5,7058.0,3542.0799093227542,,4.0,4.0,3+,3.0,East,Moderately Old,,3542.08,,1,1,0,1,0,0,142,885.5199773306886
house,Puri Diplomatic Greens,sector 111,9.0,11250.0,8000.0,,5.0,5.0,3+,3.0,North-East,Relatively New,,8000.0,,0,0,0,1,0,1,112,1600.0
house,independent,sector 40,2.1,23333.0,900.0128573265332,,3.0,3.0,2,3.0,North,Moderately Old,,900.01,,0,0,0,0,0,0,35,300.00428577551105
house,independent,sector 14,4.5,20000.0,2250.0,,5.0,5.0,1,1.0,,Relatively New,,2250.0,,0,0,0,0,0,1,0,450.0
house,independent,sector 43,6.5,35399.99999999999,1836.158192090396,,5.0,4.0,3+,3.0,South-East,Moderately Old,,1836.16,,0,0,0,1,0,0,54,367.23163841807917
house,independent,sector 23,5.0,16244.0,3078.059591233686,,4.0,4.0,2,2.0,East,Old Property,,3078.06,,0,0,0,0,0,1,7,769.5148978084216
house,International City by Sobha Phase 1,sector 109,5.5,21605.0,2545.707012265679,,4.0,4.0,3+,2.0,North-East,New Property,,2545.71,,0,0,0,1,0,1,61,636.4267530664198
house,International City by SOBHA Phase 2,sector 109,5.65,10463.0,5399.980885023416,,4.0,4.0,3+,2.0,North-East,New Property,,5399.98,,0,0,0,1,0,0,44,1349.995221255854
house,Emaar MGF Marbella,sector 66,8.8,41615.00000000001,2114.622131442989,,4.0,4.0,3+,3.0,South-East,Relatively New,,2114.62,,0,1,0,1,0,1,107,528.6555328607473
house,independent,sector 4,3.25,14444.0,2250.0692328994737,,3.0,3.0,2,2.0,South-East,Old Property,,2250.07,,0,0,0,0,0,1,27,750.0230776331579
house,independent,sector 4,5.0,10101.0,4950.00495000495,,3.0,3.0,2,1.0,North-East,Old Property,,4950.0,,0,0,0,0,0,1,22,1650.00165000165
house,independent,sector 50,10.45,38703.0,2700.049091801669,,4.0,5.0,2,3.0,North,Moderately Old,,2700.05,,1,0,0,1,0,0,142,675.0122729504172
house,Vipul Tatvam Villa,sector 48,19.5,22222.0,8775.087750877508,,5.0,6.0,3,2.0,North,Moderately Old,,8775.09,,1,1,0,1,0,0,110,1755.0175501755016
house,independent,sector 82,7.5,23148.0,3240.020736132711,,5.0,5.0,3+,2.0,East,Relatively New,,3240.02,,0,0,0,1,0,0,135,648.0041472265423
house,independent,sector 4,0.67,8557.0,782.9846908963422,,3.0,2.0,1,1.0,South,Moderately Old,,782.98,,0,0,0,0,0,1,19,260.99489696544737
house,International City by Sobha Phase 1,sector 109,5.75,16428.0,3500.1217433649867,,4.0,4.0,2,3.0,South-East,Relatively New,,3500.12,,0,0,0,1,0,1,146,875.0304358412467
house,International City by Sobha Phase 1,sector 109,5.7,10556.0,5399.772641151952,,4.0,5.0,3+,3.0,East,Relatively New,,5399.77,,1,1,0,1,0,1,160,1349.943160287988
house,independent,sector 9,3.2,13518.999999999998,2367.038982173238,,3.0,3.0,2,1.0,East,Old Property,,2367.04,,0,0,0,0,0,0,36,789.0129940577459
house,Vipul Tatvam Villa,sector 48,7.69,24069.0,3194.981096015622,,4.0,5.0,3,2.0,North-West,Moderately Old,,3194.98,,1,1,0,1,0,0,110,798.7452740039055
house,independent,sector 82,7.0,21605.0,3239.990742883592,,4.0,4.0,3+,1.0,North-East,Relatively New,,3239.99,,1,0,0,1,0,0,49,809.997685720898
house,independent,sector 7,1.55,13889.000000000004,1115.991072071423,,2.0,2.0,2,1.0,East,Moderately Old,,1115.99,,0,0,0,0,0,0,52,557.9955360357116
house,independent,sector 7,3.85,14650.000000000002,2627.9863481228667,,4.0,4.0,3,3.0,North-West,Old Property,,2627.99,,0,0,0,0,0,1,27,656.9965870307167
house,independent,sector 7,2.0,13889.0,1439.9884800921593,,2.0,2.0,2,2.0,North-West,Old Property,,1439.99,,0,0,0,0,0,1,22,719.9942400460797
house,independent,sector 7,3.1,13778.000000000004,2249.963710262737,,3.0,3.0,2,2.0,North-West,Old Property,,2249.96,,0,0,0,0,0,1,22,749.9879034209124
house,independent,sector 7,2.25,15625.0,1440.0,,3.0,3.0,2,2.0,North-West,Old Property,,1440.0,,0,0,0,0,0,0,27,480.0
house,independent,sector 50,7.0,23333.0,3000.0428577551106,,4.0,4.0,2,3.0,North-East,Old Property,,3000.04,,0,0,0,1,0,1,118,750.0107144387777
house,Vipul Tatvam Villa,sector 48,8.5,21250.0,4000.0,,4.0,5.0,3+,2.0,North,Moderately Old,,4000.0,,1,0,0,1,0,0,49,1000.0
house,Emaar MGF Marbella,sector 66,8.7,38667.0,2249.980603615486,,4.0,5.0,2,3.0,East,New Property,,2249.98,,1,0,0,1,0,1,144,562.4951509038715
house,International City by SOBHA Phase 2,sector 109,12.5,26667.0,4687.441406982412,,5.0,6.0,3,3.0,East,Relatively New,,4687.44,,1,1,0,1,0,1,63,937.4882813964825
house,International City by SOBHA Phase 2,sector 109,6.8,12593.0,5399.825299769714,,4.0,5.0,3,2.0,North-West,Relatively New,,5399.83,,0,0,0,1,0,1,49,1349.9563249424284
house,International City by SOBHA Phase 2,sector 109,9.5,26389.0,3599.984842169086,,7.0,6.0,3,3.0,West,Relatively New,,3599.98,,1,0,0,1,0,1,138,514.283548881298
house,International City by SOBHA Phase 2,sector 109,7.0,12963.000000000002,5399.9845714726525,,5.0,6.0,2,2.0,West,Relatively New,,5399.98,,0,0,0,1,0,1,154,1079.9969142945306
house,International City by SOBHA Phase 2,sector 109,6.2,25514.0,2430.0384102845496,,5.0,5.0,2,2.0,South-West,Relatively New,,2430.04,,0,0,0,1,0,1,135,486.0076820569099
house,huda sector-56 gurgaon,sector 56,3.6,24845.0,1448.983698933387,,5.0,5.0,3+,3.0,North-East,Moderately Old,,1448.98,,0,0,0,0,0,1,47,289.7967397866774
house,International City by Sobha Phase 1,sector 109,5.9,24280.0,2429.98352553542,,4.0,5.0,2,2.0,East,Relatively New,,2429.98,,0,0,0,1,0,0,111,607.495881383855
house,International City by Sobha Phase 1,sector 109,5.85,26422.999999999996,2213.9802444839725,,4.0,5.0,3+,2.0,East,Relatively New,,2213.98,,0,0,0,1,0,0,85,553.4950611209931
house,Bptp Visionnaire,sector 70,4.0,6666.0,6000.600060006001,,4.0,4.0,3+,2.0,North-East,Relatively New,,6000.6,,0,0,0,1,0,1,154,1500.1500150015002
house,Bptp Visionnaire,sector 70,5.35,8916.0,6000.448631673396,,4.0,4.0,3+,3.0,North,Relatively New,,6000.45,,1,1,0,1,0,0,160,1500.112157918349
house,independent,sector 25,6.6,36667.0,1799.9836365123954,,6.0,7.0,3+,2.0,East,Moderately Old,,1799.98,,1,0,0,1,0,0,119,299.9972727520659
house,International City by Sobha Phase 1,sector 109,6.3,9000.0,7000.0,,4.0,5.0,3+,2.0,West,Relatively New,,7000.0,,0,0,0,0,0,0,122,1750.0
house,International City by Sobha Phase 1,sector 109,12.0,20000.0,6000.0,,5.0,6.0,3,2.0,North-East,Relatively New,,6000.0,,1,0,0,1,0,0,154,1200.0
house,independent,sector 105,0.65,9028.0,719.9822773593265,,3.0,2.0,1,1.0,East,Relatively New,,719.98,,0,0,0,0,0,1,14,239.99409245310883
house,independent,sector 4,0.55,4074.0000000000005,1350.0245459008345,,3.0,3.0,2,2.0,South,Relatively New,,1350.02,,0,0,0,0,0,1,7,450.00818196694485
house,independent,sector 4,0.85,630.0,13492.063492063491,,3.0,3.0,1,1.0,North,Relatively New,,13492.06,,0,0,0,0,0,1,0,4497.354497354497
house,independent,sector 4,0.58,9618.555555555555,603.0011436228586,,2.0,2.0,1,2.0,West,Moderately Old,,67.0,,0,0,0,0,0,1,7,301.5005718114293
house,independent,sector 4,0.65,10317.444444444443,630.0009692322604,,1.0,1.0,1,1.0,South-East,Moderately Old,,70.0,,0,0,0,0,0,1,21,630.0009692322604
house,independent,sector 4,0.61,11111.111111111111,549.0,,2.0,2.0,2,2.0,South-East,Moderately Old,,61.0,,0,0,0,0,0,1,14,274.5
house,independent,sector 4,0.67,9795.222222222223,684.00694216001,,3.0,3.0,2,2.0,South,Relatively New,,76.0,,0,0,0,0,0,1,7,228.00231405333668
house,Ansal Sushant Lok Plots,sector 43,5.8,29974.000000000007,1935.0103422966567,,6.0,6.0,3,2.0,South-West,Relatively New,,1935.01,,0,0,0,1,0,0,49,322.50172371610944
house,International City by Sobha Phase 1,sector 109,6.0,24691.0,2430.035235510915,,4.0,5.0,3+,2.0,North,Relatively New,,2430.04,,0,0,0,1,0,0,96,607.5088088777287
house,independent,sector 57,6.25,2778.0,22498.20014398848,,9.0,9.0,3+,3.0,North-East,New Property,,22498.2,,0,0,0,1,0,0,61,2499.80001599872
house,independent,sector 31,3.69,23699.0,1557.027722688721,,4.0,4.0,2,2.0,East,Moderately Old,,1557.03,,1,0,0,1,0,0,75,389.25693067218026
house,independent,sector 43,2.5,2884.4444444444443,8667.18027734977,,7.0,7.0,3,4.0,West,Relatively New,,963.02,,0,0,0,0,0,2,20,1238.168611049967
house,independent,sector 43,5.5,28424.0,1934.984520123839,,1.0,1.0,0,1.0,South-West,Old Property,,1934.98,,0,0,0,0,0,1,12,1934.984520123839
house,Unitech Deerwood Chase,sector 50,15.0,33333.0,4500.045000450004,,4.0,4.0,2,2.0,West,Moderately Old,,4500.05,,0,0,0,1,0,1,160,1125.011250112501
house,Ansals Palam Vihar,sector 2,5.7,14729.000000000002,3869.916491275714,,5.0,5.0,2,2.0,North-East,Old Property,,3869.92,,0,0,0,0,0,2,94,773.9832982551428
house,International City by SOBHA Phase 2,sector 109,11.3,25111.000000000004,4500.019911592529,,7.0,5.0,3+,4.0,East,Relatively New,,4500.02,,1,0,0,1,0,1,49,642.8599873703613
house,International City by SOBHA Phase 2,sector 109,11.25,25000.0,4500.0,,7.0,5.0,3+,4.0,North-East,Relatively New,,4500.0,,1,0,0,1,0,1,42,642.8571428571429
house,Bptp Visionnaire,sector 70,4.02,7309.000000000002,5500.068408811054,,4.0,4.0,3+,3.0,North-East,Relatively New,,5500.07,,1,1,0,1,0,1,138,1375.0171022027635
house,International City by Sobha Phase 1,sector 109,5.7,10556.0,5399.772641151952,,4.0,4.0,3+,4.0,East,Relatively New,,5399.77,,1,0,0,1,0,1,98,1349.943160287988
house,independent,sector 12,1.0,8230.444444444443,1215.001215001215,,3.0,7.0,3+,3.0,North,Moderately Old,,135.0,,0,1,0,0,0,1,7,135.000135000135
house,independent,sector 7,0.66,12000.0,550.0,,3.0,1.0,1,3.0,East,Relatively New,,550.0,,0,0,0,0,0,1,22,183.33333333333334
house,HUDA Ashok Vihar Phase,sector 4,0.7,10233.0,684.0613700772012,,3.0,2.0,1,2.0,North-East,New Property,,684.06,,1,0,0,0,0,1,7,228.02045669240042
house,independent,sector 24,1.45,2983.5555555555557,4859.973186354834,,3.0,3.0,1,,,Old Property,,540.0,,0,0,0,0,0,1,9,1619.991062118278
house,Ashok Vihar Phase 3 Gurgaon,sector 3,0.95,8878.0,1070.0608245100248,,4.0,3.0,2,1.0,East,Old Property,,1070.06,,0,0,0,0,0,1,8,267.5152061275062
house,independent,sector 9a,4.5,14286.0,3149.9370012599747,,9.0,9.0,3+,3.0,,Relatively New,,3149.94,,1,0,0,0,0,0,38,349.9930001399972
house,independent,sector 3,0.9,8927.999999999998,1008.0645161290324,,3.0,1.0,0,1.0,,Undefined,,1008.06,,0,0,0,0,0,1,0,336.0215053763441
house,independent,sector 41,7.0,28282.999999999993,2474.98497330552,,7.0,7.0,3+,3.0,South-West,Moderately Old,,2474.98,,1,1,0,1,0,2,151,353.56928190078855
house,independent,sector 56,4.0,26613.0,1503.0248374854395,,4.0,4.0,3+,2.0,,Relatively New,,1503.02,,0,0,0,0,0,0,24,375.7562093713599
house,independent,sector 7,0.9,10000.0,900.0,,2.0,4.0,3,3.0,North-East,Old Property,,900.0,,0,0,0,1,0,0,44,150.0
house,independent,sector 24,2.75,7666.0,3587.2684581267936,,7.0,7.0,3+,3.0,North-East,Moderately Old,,3587.27,,0,0,0,0,0,0,0,512.4669225895419
house,Prem Kunj,sohna road,0.5,7407.0,675.0371270419873,,2.0,4.0,3,3.0,South-West,Relatively New,,675.04,,0,0,0,0,0,1,22,135.00742540839747
house,independent,sector 6,0.5,8333.0,600.0240009600384,,3.0,3.0,2,2.0,East,Moderately Old,,600.02,,0,0,0,0,0,1,0,200.0080003200128
house,independent,sector 105,0.6,13333.0,450.01125028125705,,3.0,3.0,0,3.0,,Undefined,,450.01,,0,0,0,0,0,1,0,150.00375009375236
house,independent,sector 105,0.35,7778.0,449.9871432244793,,2.0,2.0,1,2.0,East,Undefined,,449.99,,0,0,0,0,0,1,0,224.99357161223966
house,DLF City Plots,sector 26,4.0,4530.555555555556,8828.939301042305,,4.0,3.0,2,2.0,,Relatively New,,980.99,,0,0,0,0,0,0,0,2207.234825260576
house,Not Applicable,sector 11,2.2,12222.0,1800.0327278677794,,4.0,3.0,2,1.0,South,Old Property,,1800.03,,1,0,0,0,0,1,24,450.00818196694485
house,independent,sector 7,8.0,22222.0,3600.0360003600035,,4.0,5.0,3+,1.0,North-East,Old Property,,3600.04,,1,0,0,1,0,1,31,900.0090000900009
house,independent,sector 8,0.82,9111.000000000002,900.0109757436065,,2.0,3.0,3,2.0,North,Moderately Old,,900.01,,0,0,0,0,0,1,12,225.00274393590163
house,independent,sector 3,0.9,8928.555555555555,1008.0017920031859,,3.0,3.0,0,2.0,,Undefined,,112.0,,0,0,0,0,0,1,0,336.0005973343953
house,independent,sector 12,0.7,4117.0,1700.2671848433324,,4.0,4.0,1,2.0,,Moderately Old,,1700.27,,0,0,0,0,0,1,0,425.0667962108331
house,independent,sector 11,0.95,7308.0,1299.9452654625068,,5.0,3.0,0,1.0,,Undefined,,1299.95,,0,0,0,0,0,1,0,259.98905309250136
house,Housing Board Colony,sector 28,3.5,25926.000000000004,1349.9961428681631,,2.0,6.0,3,3.0,,Relatively New,,1350.0,,0,0,0,0,0,1,0,224.99935714469385
house,independent,sector 26,6.0,33333.0,1800.0180001800018,,3.0,5.0,3+,3.0,,Old Property,,1800.02,,0,0,0,0,0,0,9,225.00225002250022
house,Ansal Heights,sector 92,2.75,9793.0,2808.128254875932,,4.0,4.0,3+,3.0,,Relatively New,,2808.13,,1,0,0,0,0,1,0,702.032063718983
house,Ninex City,sector 76,1.75,6250.0,2800.0,,4.0,4.0,0,14.0,,Undefined,,2800.0,,0,0,0,0,0,1,0,700.0
house,Spaze Privy,sector 72,3.1,8485.999999999998,3653.075654018384,,5.0,5.0,3+,21.0,,Relatively New,,3653.08,,0,0,0,0,0,1,0,730.6151308036767
house,Signature Global Park,sohna road,0.85,7589.0,1120.0421662933193,,3.0,2.0,2,1.0,,Undefined,,1120.04,,0,0,0,0,0,1,15,373.34738876443976
house,independent,sector 12,0.9,13333.0,675.0168754218855,,2.0,4.0,0,2.0,,Undefined,,675.02,,0,0,0,0,0,1,0,168.75421885547138
house,My Home,sector 2,0.34,12591.999999999998,270.012706480305,,2.0,2.0,2,3.0,West,Moderately Old,,270.01,,0,0,0,0,0,1,22,135.0063532401525
house,independent,sector 2,5.0,15384.0,3250.130005200208,,6.0,6.0,2,1.0,South,Undefined,,3250.13,,0,0,0,0,0,1,0,541.6883342000347
house,independent,sector 14,5.0,22222.0,2250.022500225002,,3.0,3.0,3,1.0,South,Moderately Old,,2250.02,,0,0,0,0,0,1,25,750.0075000750007
house,Unitech Uniworld Resorts,sector 33,9.5,23333.0,4071.4867355247934,,5.0,7.0,3+,2.0,East,Undefined,,4071.49,,1,1,0,1,0,1,57,814.2973471049587
house,independent,sector 56,7.25,29336.0,2471.366239432779,,8.0,8.0,3+,0.0,North-East,Moderately Old,,2471.37,,0,0,0,0,0,0,24,308.92077992909736
house,independent,sector 3,1.5,10288.0,1458.00933125972,,3.0,3.0,0,,,Old Property,,1458.01,,0,0,0,0,0,1,0,486.0031104199067
house,DLF Gardencity Enclave,sector 93,1.3,11284.0,1152.073732718894,,3.0,2.0,1,3.0,,Relatively New,,1152.07,,0,0,0,0,0,1,0,384.0245775729647
house,independent,sector 5,3.75,11029.0,3400.1269380723547,,5.0,5.0,3+,3.0,,Undefined,,3400.13,,0,0,0,0,0,1,0,680.0253876144709
house,independent,sector 43,2.25,6944.000000000001,3240.207373271889,,10.0,10.0,2,1.0,East,Undefined,,3240.21,,0,0,0,0,0,1,0,324.0207373271889
house,independent,sector 7,1.15,8517.999999999998,1350.0821789152385,,5.0,3.0,2,2.0,North-East,Old Property,,1350.08,,0,0,0,0,0,1,15,270.0164357830477
house,house number B-34,sector 5,0.8,8888.0,900.0900090009001,,2.0,2.0,1,1.0,,Old Property,,900.09,,0,0,0,0,0,1,0,450.04500450045003
house,independent,sector 21,1.6,11852.000000000002,1349.9831252109348,,5.0,5.0,2,3.0,,Relatively New,,1349.98,,0,0,0,0,0,1,0,269.99662504218696
house,independent,sector 26,7.0,39265.0,1782.7581815866547,,5.0,5.0,2,3.0,North-East,Relatively New,,1782.76,,0,0,0,1,0,1,9,356.5516363173309
house,independent,sector 9,0.5,6083.0,821.962847279303,,3.0,2.0,1,1.0,,Undefined,,821.96,,0,0,0,0,0,1,0,273.98761575976766
house,independent,sector 38,8.0,25616.333333333336,3123.0074561803012,,10.0,10.0,3+,1.0,North,Undefined,,347.0,,0,0,0,0,0,1,0,312.30074561803013
house,independent,sector 21,0.45,8411.0,535.0136725716324,,3.0,2.0,1,1.0,,Undefined,,535.01,,0,0,0,0,0,1,0,178.3378908572108
house,independent,sector 13,0.62,3587.8888888888896,1728.0356755752373,,6.0,6.0,0,3.0,,Undefined,,192.0,,0,0,0,0,0,1,0,288.00594592920623
house,independent,bhim nagar,1.0,4629.555555555555,2160.034560552969,,6.0,4.0,0,3.0,,Undefined,,240.0,,0,0,0,0,0,1,0,360.00576009216155
house,independent,sector 4,4.12,8889.0,4634.94206322421,,2.0,1.0,3+,,,Moderately Old,,4634.94,,0,0,0,0,0,1,0,2317.471031612105
house,ATS Tourmaline,sector 109,1.87,8696.999999999998,2150.166724157756,,3.0,4.0,0,12.0,,Undefined,,2150.17,,0,0,0,0,0,1,0,716.7222413859187
house,independent,sector 3,0.85,8500.0,1000.0,,1.0,1.0,0,1.0,,Undefined,,1000.0,,0,0,0,0,0,1,0,1000.0
house,Bhawani enclave,sector 12,0.42,8235.0,510.0182149362477,,3.0,3.0,0,2.0,East,New Property,,510.02,,0,0,0,0,0,1,0,170.00607164541591
house,independent,sector 105,1.2,13333.0,900.0225005625141,,4.0,4.0,1,2.0,South-West,Moderately Old,,900.02,,0,0,0,0,0,1,14,128.574642937502
house,independent,sector 50,6.5,21667.0,2999.9538468638943,,5.0,6.0,0,1.0,,Undefined,,2999.95,,0,0,0,0,0,1,0,599.9907693727789
house,independent,sector 3,0.75,6410.222222222223,1170.0062400332802,,2.0,2.0,0,1.0,,Undefined,,130.0,,0,0,0,0,0,1,0,585.0031200166401
house,independent,sector 105,1.35,3857.0,3500.129634430905,,5.0,3.0,3,3.0,East,Undefined,,3500.13,,0,0,0,0,0,1,0,700.025926886181
house,independent,sector 57,4.7,21759.000000000004,2160.02573647686,,3.0,3.0,2,2.0,North,Old Property,,2160.03,,0,0,0,1,0,1,43,720.00857882562
house,independent,sector 9,0.22,7406.999999999999,297.01633589847444,,2.0,2.0,2,1.0,,Undefined,,297.02,,0,0,0,0,0,1,0,148.50816794923722
house,independent,sector 9,1.25,8735.0,1431.0246136233543,,3.0,6.0,3+,3.0,,Old Property,,1431.02,,0,0,0,0,0,1,0,143.10246136233542
house,Project Mianwali Colony,sector 12,1.7,9444.000000000002,1800.0847098686995,,1.0,1.0,2,1.0,,Undefined,,1800.08,,0,0,0,0,0,1,0,1800.0847098686995
house,independent,sector 2,6.0,20000.0,3000.0,,4.0,4.0,1,2.0,,Relatively New,,3000.0,,0,0,0,0,0,1,0,750.0
house,independent,sector 55,2.8,18667.0,1499.973214764022,,4.0,4.0,0,2.0,,Undefined,,1499.97,,0,0,0,0,0,1,0,374.9933036910055
house,independent,sohna road,0.07,2524.9999999999995,277.2277227722773,,1.0,1.0,0,1.0,,Relatively New,,277.23,,0,0,0,0,0,1,0,277.2277227722773
house,independent,sector 38,3.5,24306.0,1439.9736690529087,,3.0,3.0,2,1.0,East,Relatively New,,1439.97,,0,0,0,0,0,1,0,479.99122301763623
house,Project Housing Board Colony,sector 28,2.58,17695.0,1458.0389940661205,,4.0,2.0,2,2.0,,Undefined,,1458.04,,0,0,0,0,0,1,0,364.5097485165301
house,DLF The Arbour,sector 63,8.5,21519.0,3949.997676471955,,4.0,4.0,3+,27.0,,Undefined,,3950.0,,0,0,0,0,0,1,0,987.4994191179887
house,independent,sector 21,0.6,6173.000000000001,971.9747286570548,,3.0,3.0,2,3.0,,Old Property,,971.97,,0,0,0,0,0,1,0,121.49684108213185
house,independent,sector 9,1.1,6111.111111111111,1800.0,,4.0,3.0,1,2.0,North-East,Old Property,,200.0,,0,0,0,0,0,1,0,450.0
house,independent,sector 38,3.5,20323.0,1722.186685036658,,3.0,2.0,2,1.0,East,Moderately Old,,1722.19,,0,0,0,0,0,1,0,574.0622283455526
house,Huda Plots,sector 56,2.95,20359.0,1448.990618399725,,2.0,2.0,2,1.0,North,Moderately Old,,1448.99,,0,0,0,0,0,1,31,724.4953091998625
house,independent,sector 105,0.7,5833.0,1200.0685753471628,,3.0,2.0,2,1.0,,Undefined,,1200.07,,0,0,0,0,0,1,0,400.02285844905424
