,property_type,society,sector,price_in_crores,price_per_sqft,area_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Super Built up area,Built Up area,Carpet area,study room,store room,Pooja Room,servant room,Others,furnishing_type,luxury_score
135,flat,supertech araville,sector 79,0.9,5883.0,1530.0,Super Built up area 1530(142.14 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),2.0,2.0,3,5.0,not available,Relatively New,1530.0,1450.0,1400.0,0,0,0,0,0,1,53
136,flat,greenopolis,sector 89,1.3,6806.0,1910.0,Carpet area: 1910 (177.44 sq.m.),3.0,3.0,3+,1.0,South-West,New Property,,,1910.0,0,0,0,0,0,1,35
137,flat,central park flower valley aqua front towers,sector 33,1.7,9502.0,1789.0,Super Built up area 1789(166.2 sq.m.),3.0,3.0,3,12.0,not available,Under Construction,1789.0,,,0,0,0,0,0,1,24
138,flat,sare homes,sector 92,1.25,6200.0,2016.0,Built Up area: 2040 (189.52 sq.m.),4.0,3.0,0,16.0,not available,Undefined,,2040.0,,0,0,0,0,0,1,49
139,flat,vatika sovereign next sector-82 a gurgaon,sector 82,2.91,6700.0,4343.0,Super Built up area 4350(404.13 sq.m.)Carpet area: 3480 sq.ft. (323.3 sq.m.),4.0,4.0,3,6.0,East,Under Construction,4350.0,,3480.0,0,0,0,0,0,0,79
140,flat,bhagwati sadan,sector 12,1.15,5750.0,2000.0,Super Built up area 2500(232.26 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3.0,4.0,2,2.0,not available,Old Property,2500.0,2000.0,1750.0,0,0,0,0,1,0,28
141,flat,smart world gems,sector 89,1.2,12526.0,958.0,Carpet area: 958 (89 sq.m.),3.0,3.0,3,3.0,East,Undefined,,,958.0,0,0,1,0,0,1,131
142,flat,micasa sec 68,sohna road,1.5,12244.0,1225.0,Carpet area: 1225 (113.81 sq.m.),2.0,2.0,3,11.0,not available,New Property,,,1225.0,0,0,0,0,0,1,44
143,flat,eldeco accolade,sohna road,1.3,7424.0,1751.0,Super Built up area 1751(162.67 sq.m.)Carpet area: 1290 sq.ft. (119.84 sq.m.),3.0,3.0,3+,10.0,East,Relatively New,1751.0,,1290.0,0,0,0,0,0,1,49
144,flat,hero homes,sector 104,1.75,10361.0,1689.0,Super Built up area 1689(156.91 sq.m.),3.0,3.0,3,2.0,not available,Undefined,1689.0,,,0,0,0,0,0,1,30
145,flat,shyam sadan,sector 3,0.55,6470.0,850.0,Carpet area: 700 (65.03 sq.m.),2.0,2.0,1,4.0,West,Relatively New,,,700.0,0,0,0,0,0,0,69
146,flat,m3m heights,sector 65,2.5,13600.0,1838.0,Super Built up area 1828(169.83 sq.m.),3.0,3.0,3,19.0,not available,Undefined,1828.0,,,0,0,0,0,0,1,48
147,flat,supertech hilltown,sector 2,0.8,5556.0,1440.0,Built Up area: 1440 (133.78 sq.m.)Carpet area: 1080 sq.ft. (100.34 sq.m.),3.0,2.0,3,8.0,not available,Undefined,,1440.0,1080.0,0,0,0,0,0,1,0
148,flat,raheja vedaanta,sector 108,0.7,4666.0,1500.0,Built Up area: 1468 (136.38 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2.0,2.0,1,10.0,West,Moderately Old,,1468.0,1150.0,0,0,0,0,0,1,0
149,flat,bptp terra,sector 37,1.95,14444.0,1350.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),4.0,3.0,3,7.0,not available,Undefined,2191.0,1650.0,1350.0,0,0,0,0,0,1,53
150,flat,green court,sector 90,0.45,7188.0,626.0,Carpet area: 626 (58.16 sq.m.),2.0,2.0,1,2.0,not available,New Property,,,626.0,0,0,0,0,0,0,42
151,flat,m3m golf hills phase 1,sector 79,1.7,10828.0,1570.0,Built Up area: 1570 (145.86 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),3.0,2.0,3,10.0,not available,Undefined,,1570.0,1099.0,0,0,0,0,0,1,0
152,flat,pyramid urban homes 2,sector 86,0.5,9615.0,520.0,Carpet area: 520 (48.31 sq.m.),2.0,2.0,1,10.0,not available,Relatively New,,,520.0,0,0,0,0,0,1,15
153,flat,m3m heights,sector 65,2.8,15000.0,1867.0,Super Built up area 1828(169.83 sq.m.),3.0,3.0,3,20.0,North-East,Undefined,1828.0,,,0,0,0,0,0,1,91
154,flat,godrej nature plus,sector 33,1.45,15664.0,926.0,Built Up area: 118 Carpet area: 86 sq.m.,3.0,2.0,3+,20.0,not available,Under Construction,,118.0,86.0,0,0,0,0,0,1,144
155,flat,smart world orchard,sector 61,2.2,13496.0,1630.0,Carpet area: 1630 (151.43 sq.m.),3.0,3.0,2,3.0,not available,Undefined,,,1630.0,0,0,0,0,0,1,16
156,flat,ashiana anmol,sohna road,0.9,9463.0,951.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 951 sq.ft. (88.35 sq.m.),2.0,2.0,2,13.0,South,Relatively New,1275.0,,951.0,0,0,0,0,0,2,120
157,flat,signature signum 95a,sector 95,0.4,7782.0,514.0,Carpet area: 514 (47.75 sq.m.),2.0,2.0,2,3.0,East,New Property,,,514.0,0,0,0,0,0,0,44
158,flat,umang winter hills,sector 77,1.35,7780.0,1735.0,Super Built up area 1735(161.19 sq.m.)Carpet area: 1199 sq.ft. (111.39 sq.m.),3.0,3.0,3+,7.0,not available,New Property,1735.0,,1199.0,0,0,0,0,0,0,96
159,flat,aardhya homesh,sector 67,1.85,8043.0,2300.0,Carpet area: 2300 (213.68 sq.m.),4.0,4.0,0,4.0,East,Undefined,,,2300.0,0,0,0,0,0,1,0
160,flat,rof ananda,sector 95,0.25,6578.0,380.0,Super Built up area 380(35.3 sq.m.),1.0,1.0,1,4.0,not available,New Property,380.0,,,0,0,0,0,0,1,0
161,flat,smart world gems,sector 89,0.88,7963.0,1105.0,Carpet area: 1105 (102.66 sq.m.),2.0,2.0,3,2.0,not available,New Property,,,1105.0,0,0,0,0,0,1,44
162,flat,assotech blith,sector 99,1.15,6593.0,1744.0,Super Built up area 1365(126.81 sq.m.),2.0,2.0,2,2.0,not available,New Property,1365.0,,,0,0,0,0,1,0,72
163,flat,raheja vanya,sector 99,0.85,6789.0,1252.0,Super Built up area 1252(116.31 sq.m.),2.0,2.0,2,3.0,West,New Property,1252.0,,,0,0,0,0,0,1,43
164,flat,vatika inxt floors,sector 82,0.75,7500.0,1000.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,2,1.0,not available,Undefined,,1000.0,650.0,0,0,0,0,0,1,0
165,flat,palam vihar society,sector 2,3.35,7444.0,4500.0,Carpet area: 4500 (418.06 sq.m.),4.0,4.0,3+,2.0,not available,New Property,,,4500.0,0,0,0,0,0,1,66
166,flat,godrej oasis,sector 88,1.5,8108.0,1850.0,Super Built up area 1850(171.87 sq.m.),3.0,3.0,3+,11.0,North-East,New Property,1850.0,,,0,0,0,0,0,1,39
167,flat,dlf new town heights,sector 91,1.65,6345.0,2600.0,Super Built up area 2364(219.62 sq.m.),4.0,4.0,3+,11.0,West,Moderately Old,2364.0,,,0,0,0,0,0,1,72
168,flat,dlf new town heights,sector 91,2.0,6967.0,2871.0,Super Built up area 2727(253.35 sq.m.),4.0,4.0,3+,16.0,East,Moderately Old,2727.0,,,0,0,1,0,0,1,65
169,flat,supertech hues,sector 68,0.9,7627.0,1180.0,Carpet area: 1180 (109.63 sq.m.),2.0,2.0,2,1.0,East,New Property,,,1180.0,0,0,0,0,0,1,44
170,flat,krrish florence estate,sector 70,1.25,6703.0,1865.0,Super Built up area 1865(173.26 sq.m.),3.0,3.0,3,18.0,North-East,Under Construction,1865.0,,,0,0,0,0,0,1,51
171,flat,piedmont taksila heights,sector 37,1.0,6506.0,1537.0,Carpet area: 1537 (142.79 sq.m.),3.0,3.0,3+,8.0,not available,Relatively New,,,1537.0,0,0,0,0,0,0,49
172,flat,experion heartsong,dwarka expressway,1.08,6150.0,1756.0,Built Up area: 1758 (163.32 sq.m.),3.0,3.0,0,,not available,Under Construction,,1758.0,,0,0,0,0,0,1,0
173,flat,ss the leaf,sector 85,2.15,8928.0,2408.0,Super Built up area 2408(223.71 sq.m.),3.0,5.0,3,2.0,not available,New Property,2408.0,,,0,0,0,0,0,1,53
174,flat,m3m urbana,sector 67,1.0,12106.0,826.0,Built Up area: 826 (76.74 sq.m.),1.0,1.0,1,17.0,South,Relatively New,,826.0,,0,0,0,0,0,1,49
175,flat,aipl zen residences,sector 70,1.65,13074.0,1262.0,Super Built up area 1262(117.24 sq.m.),2.0,2.0,3,23.0,North-West,New Property,1262.0,,,0,0,0,0,0,1,81
176,flat,dlf regal gardens,sector 90,1.79,8081.0,2215.0,Carpet area: 2215 (205.78 sq.m.),4.0,3.0,3+,10.0,North-East,Moderately Old,,,2215.0,0,0,0,0,0,1,63
177,flat,godrej air,sector 85,1.8,13136.0,1370.0,Carpet area: 127.3,3.0,3.0,3,30.0,not available,Under Construction,,,127.3,0,0,0,0,0,1,45
178,flat,suncity vatsal valley,gwal pahari,1.45,10139.0,1430.0,Built Up area: 1430 (132.85 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.),3.0,3.0,3,4.0,not available,Under Construction,,1430.0,760.0,0,0,0,0,0,1,49
179,flat,project krishna colony,sector 7,0.36,5142.0,700.0,Built Up area: 700 (65.03 sq.m.),2.0,2.0,1,0.0,not available,Relatively New,,700.0,,0,0,0,0,0,1,0
180,flat,mvn athens,sohna road,0.25,4258.0,587.0,Built Up area: 587 (54.53 sq.m.),2.0,2.0,1,0.0,not available,Relatively New,,587.0,,0,0,0,0,0,1,38
181,flat,m3m antalya hills,sector 79,1.15,7496.0,1534.0,Super Built up area 1534(142.51 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1103 sq.ft. (102.47 sq.m.),3.0,3.0,3+,1.0,not available,Undefined,1534.0,1200.0,1103.0,0,0,0,0,0,1,51
182,flat,central park flower valley,sohna road,1.65,17441.0,946.0,Carpet area: 946 (87.89 sq.m.),3.0,3.0,0,1.0,not available,Undefined,,,946.0,0,0,0,0,0,1,66
183,flat,m3m capital,sector 113,2.9,12619.0,2298.0,Carpet area: 2298 (213.49 sq.m.),4.0,4.0,3+,11.0,North,Undefined,,,2298.0,0,0,0,0,0,1,49
184,flat,ansal heights,sector 92,0.6,4546.0,1320.0,Super Built up area 1320(122.63 sq.m.),2.0,2.0,3,11.0,not available,Under Construction,1320.0,,,0,0,0,0,1,1,23
185,flat,malibu towne,sector 47,2.4,10000.0,2400.0,Carpet area: 2400 (222.97 sq.m.),3.0,3.0,0,0.0,West,Moderately Old,,,2400.0,0,0,0,0,0,0,22
186,flat,aipl zen residences,sector 70,1.25,9904.0,1262.0,Carpet area: 1262 (117.24 sq.m.),2.0,2.0,3,19.0,not available,Undefined,,,1262.0,0,0,0,0,0,1,0
187,flat,m3m heights,sector 65,2.15,15003.0,1433.0,Built Up area: 1433 (133.13 sq.m.),2.0,2.0,3+,28.0,East,Undefined,,1433.0,,0,0,0,0,0,1,48
188,flat,hcbs sports ville,sohna road,0.29,3970.0,730.0,Built Up area: 743 (69.03 sq.m.)Carpet area: 519 sq.ft. (48.22 sq.m.),2.0,2.0,1,4.0,not available,Undefined,,743.0,519.0,0,0,0,0,0,1,0
189,flat,hcbs sports ville,sohna road,0.38,5067.0,750.0,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,2,9.0,East,Undefined,,750.0,650.0,0,0,0,0,0,1,0
190,flat,housing apna enclave,sector 4,0.39,4105.0,950.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,1,1.0,North-East,Undefined,,950.0,750.0,0,0,0,0,0,1,0
191,flat,assotech blith,sector 99,1.6,6667.0,2400.0,Built Up area: 2400 (222.97 sq.m.),3.0,4.0,0,15.0,not available,Undefined,,2400.0,,0,0,0,0,0,1,51
192,flat,pareena mi casa,sector 68,1.7,8504.0,1999.0,Super Built up area 1999(185.71 sq.m.),4.0,4.0,3,2.0,not available,New Property,1999.0,,,0,0,0,0,0,1,47
193,flat,suncity heights,sector 54,3.25,14118.0,2302.0,Carpet area: 2302 (213.86 sq.m.),3.0,3.0,3+,0.0,East,Old Property,,,2302.0,0,0,1,0,0,0,120
194,flat,lotus homz,sector 111,0.6,8450.0,710.0,Carpet area: 710 (65.96 sq.m.),2.0,2.0,3,9.0,East,New Property,,,710.0,0,0,0,0,0,1,52
195,flat,ramson kshitij sec-95 gurugram,sector 95,0.27,2700.0,1000.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2.0,2.0,0,1.0,West,Undefined,1000.0,,550.0,0,0,0,0,0,1,0
196,flat,maruti vihar colony,sector 28,0.95,8886.0,1069.0,Carpet area: 1069 (99.31 sq.m.),2.0,1.0,1,1.0,not available,Old Property,,,1069.0,0,0,0,0,0,1,59
197,flat,m3m heights,sector 65,2.65,18492.0,1433.0,Super Built up area 1433(133.13 sq.m.),2.0,2.0,3,4.0,North-East,New Property,1433.0,,,0,0,0,0,0,1,38
198,flat,supertech basera,sector 79,0.36,7643.0,471.0,Built Up area: 546 (50.73 sq.m.)Carpet area: 471 sq.ft. (43.76 sq.m.),2.0,2.0,1,4.0,not available,New Property,,546.0,471.0,0,0,0,0,0,1,60
199,flat,signature global the millennia,sector 37,0.55,9166.0,600.0,Super Built up area 600(55.74 sq.m.),2.0,2.0,3,3.0,not available,New Property,600.0,,,0,0,0,0,0,1,53
200,flat,m3m soulitude,sector 89,1.32,16923.0,780.0,Carpet area: 780 (72.46 sq.m.),3.0,3.0,3,1.0,not available,Undefined,,,780.0,0,0,0,0,0,1,45
201,flat,raheja vanya,sector 99,0.59,3975.0,1484.0,Super Built up area 1252.13(116.33 sq.m.),2.0,2.0,3,1.0,East,Undefined,1252.0,,,0,0,0,0,1,1,96
202,flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4705.0,956.0,Carpet area: 850 (78.97 sq.m.),2.0,2.0,1,0.0,East,Relatively New,,,850.0,0,0,0,0,0,1,46
203,flat,ramprastha the atrium,sector 37,0.9,6225.0,1446.0,Super Built up area 1285(119.38 sq.m.)Built Up area: 1185 sq.ft. (110.09 sq.m.)Carpet area: 975 sq.ft. (90.58 sq.m.),3.0,3.0,2,13.0,South-East,Relatively New,1285.0,1185.0,975.0,0,0,0,0,0,2,37
204,flat,m3m golfestate,sector 79,1.4,10000.0,1400.0,Carpet area: 1400 (130.06 sq.m.),2.0,2.0,2,4.0,East,Undefined,,,1400.0,0,0,0,0,0,2,83
205,flat,eldeco accolade,sohna road,0.95,6542.0,1452.0,Super Built up area 1452(134.9 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2.0,2.0,3+,6.0,East,New Property,1452.0,,849.0,0,0,0,0,0,0,56
206,flat,m3m heights,sector 65,3.0,18000.0,1667.0,Super Built up area 1828(169.83 sq.m.),3.0,3.0,3,20.0,South-East,Under Construction,1828.0,,,0,0,0,0,0,1,60
207,flat,m3m heights,sector 65,3.67,17990.0,2040.0,Super Built up area 2040(189.52 sq.m.),3.0,3.0,2,27.0,not available,Undefined,2040.0,,,0,0,0,0,0,1,43
208,flat,vatika sovereign next,sector 82,3.85,7500.0,5133.0,Carpet area: 5140 (477.52 sq.m.),5.0,6.0,3+,6.0,not available,New Property,,,5140.0,0,0,1,0,0,1,148
209,flat,m3m heights,sector 65,3.29,17997.0,1828.0,Super Built up area 1828(169.83 sq.m.),3.0,3.0,3,33.0,East,New Property,1828.0,,,0,0,0,0,0,1,49
210,flat,m3m heights,sector 65,2.33,18477.0,1261.0,Super Built up area 1261(117.15 sq.m.),2.0,2.0,3,35.0,North-East,Under Construction,1261.0,,,0,0,0,0,0,0,49
211,flat,m3m heights,sector 65,2.79,14168.0,1969.0,Super Built up area 1828(169.83 sq.m.),3.0,3.0,3,26.0,East,New Property,1828.0,,,0,0,0,0,0,1,15
212,flat,south city 1 floors,sector 41,3.4,11724.0,2900.0,Built Up area: 2900 (269.42 sq.m.),4.0,4.0,3,0.0,not available,Undefined,,2900.0,,0,0,0,0,0,1,0
213,flat,allure homes,sector 12,0.72,7272.0,990.0,Carpet area: 990 (91.97 sq.m.),2.0,2.0,1,2.0,not available,Relatively New,,,990.0,0,0,0,0,1,0,16
214,flat,zara aavaas,sector 104,0.4,7036.0,569.0,Super Built up area 568.46(52.81 sq.m.),2.0,2.0,1,4.0,North,Relatively New,568.0,,,0,0,0,0,0,1,52
215,flat,sidhartha ncr one phase,sector 95,0.56,4105.0,1364.0,Super Built up area 1364(126.72 sq.m.),2.0,2.0,2,10.0,not available,Relatively New,1364.0,,,0,0,0,0,0,0,60
216,flat,chd avenue,sector 71,1.1,6790.0,1620.0,Super Built up area 1620(150.5 sq.m.),3.0,3.0,3,11.0,not available,Relatively New,1620.0,,,0,0,0,0,1,1,72
217,flat,ramprastha the edge towers,sector 37,0.71,5420.0,1310.0,Super Built up area 1310(121.7 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,3,10.0,South-East,New Property,1310.0,1100.0,1000.0,0,0,0,0,1,1,38
218,flat,supertech araville,sector 79,0.78,6024.0,1295.0,Super Built up area 1295(120.31 sq.m.),2.0,2.0,3+,0.0,not available,New Property,1295.0,,,0,0,0,0,1,1,74
219,flat,imperia aashiyara,sector 37,0.4,5882.0,680.0,Carpet area: 680 (63.17 sq.m.),2.0,2.0,3,3.0,not available,Under Construction,,,680.0,0,0,0,0,0,1,126
220,flat,la vida by tata housing,sector 113,1.85,11716.0,1579.0,Super Built up area 1579(146.69 sq.m.),3.0,2.0,2,7.0,East,New Property,1579.0,,,0,0,0,0,0,1,13
221,flat,shapoorji pallonji joyville gurugram,sector 102,1.1,12181.0,903.0,Super Built up area 903(83.89 sq.m.),2.0,2.0,1,8.0,not available,Undefined,903.0,,,0,0,0,0,0,1,105
222,flat,smart world orchard,sector 61,1.41,12250.0,1151.0,Built Up area: 1150 (106.84 sq.m.),2.0,2.0,2,2.0,not available,Undefined,,1150.0,,0,0,0,0,0,1,76
223,flat,supertech araville,sector 79,1.45,7455.0,1945.0,Carpet area: 1945 (180.7 sq.m.),3.0,3.0,3,3.0,North,Relatively New,,,1945.0,0,0,0,0,0,1,0
224,flat,smart world orchard,sector 61,2.2,13500.0,1630.0,Carpet area: 1600 (148.64 sq.m.),3.0,3.0,2,1.0,North-East,Undefined,,,1600.0,0,0,0,0,0,1,49
225,flat,unitech the residences,sector 33,1.1,9909.0,1110.0,Super Built up area 1110(103.12 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,3,9.0,East,Moderately Old,1110.0,1100.0,1000.0,0,0,0,0,0,0,44
226,flat,emaar imperial gardens,sector 102,2.05,9876.0,2076.0,Carpet area: 2025 (188.13 sq.m.),3.0,4.0,3+,14.0,South,Relatively New,,,2025.0,0,0,0,0,0,1,116
227,flat,sare homes,sector 92,0.6,5000.0,1200.0,Carpet area: 1200 (111.48 sq.m.),3.0,2.0,3,4.0,not available,Moderately Old,,,1200.0,0,0,0,0,0,0,49
228,flat,greenopolis,sector 89,0.8,4820.0,1660.0,Super Built up area 1660(154.22 sq.m.),2.0,3.0,3,8.0,not available,Under Construction,1660.0,,,0,0,0,0,1,1,60
229,flat,pivotal devaan,sector 84,0.41,7032.0,583.0,Super Built up area 583(54.16 sq.m.)Built Up area: 565 sq.ft. (52.49 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2.0,2.0,2,10.0,East,New Property,583.0,565.0,483.0,0,0,0,0,0,0,23
230,flat,today callidora,sector 73,0.9,5548.0,1622.0,Built Up area: 1622 (150.69 sq.m.),3.0,3.0,3,3.0,East,Under Construction,,1622.0,,0,0,0,0,0,1,63
231,flat,"m m residency, krishna colony, gurgaon",sector 7,0.54,5888.0,917.0,Carpet area: 900 (83.61 sq.m.),2.0,2.0,1,3.0,East,Relatively New,,,900.0,0,0,0,0,0,1,70
232,flat,signature global park 4,sector 36,0.82,7585.0,1081.0,Super Built up area 1081(100.43 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),3.0,2.0,2,2.0,not available,New Property,1081.0,,650.0,0,0,0,0,0,1,8
233,flat,chd avenue,sector 71,1.0,6734.0,1485.0,Super Built up area 1485(137.96 sq.m.),3.0,3.0,3+,3.0,North,Relatively New,1485.0,,,0,0,0,0,0,0,7
234,flat,park royal apartment,sector 56,1.85,9024.0,2050.0,Carpet area: 2050 (190.45 sq.m.),3.0,4.0,3,7.0,not available,Old Property,,,2050.0,0,0,0,0,0,1,72
235,flat,vatika boulevard residences and heights,sector 83,1.42,8000.0,1775.0,Carpet area: 1775 (164.9 sq.m.),3.0,3.0,2,2.0,West,Relatively New,,,1775.0,0,0,0,0,0,0,113
236,flat,signature global the millennia,sector 37,0.55,9166.0,600.0,Super Built up area 850(78.97 sq.m.)Built Up area: 610 sq.ft. (56.67 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,3,3.0,not available,New Property,850.0,610.0,600.0,0,0,0,0,0,1,71
237,flat,m3m heights,sector 65,2.29,15980.0,1433.0,Carpet area: 1433 (133.13 sq.m.),2.0,2.0,3,8.0,not available,Under Construction,,,1433.0,0,0,0,0,0,1,15
238,flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,915.0,Super Built up area 915(85.01 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,2,12.0,not available,New Property,915.0,,600.0,0,0,0,0,0,1,57
239,flat,tulip monsella,sector 53,8.25,28000.0,2946.0,Super Built up area 2940(273.13 sq.m.),3.0,4.0,3,8.0,not available,Undefined,2940.0,,,0,0,0,0,0,2,35
240,flat,shyamkunj ashok vihar pahse 2,sector 3,0.3,4444.0,675.0,Carpet area: 675 (62.71 sq.m.),2.0,2.0,1,1.0,East,Relatively New,,,675.0,0,0,0,0,0,1,21
241,flat,godrej nature plus,sector 33,1.65,14335.0,1151.0,Carpet area: 1151 (106.93 sq.m.),2.0,2.0,3,1.0,East,Under Construction,,,1151.0,0,0,0,0,0,1,38
242,flat,m3m heights,sector 65,1.99,15793.0,1260.0,Super Built up area 1260(117.06 sq.m.),2.0,2.0,2,26.0,not available,Undefined,1260.0,,,0,0,0,0,0,1,48
243,flat,m3m the marina,sector 68,1.0,12500.0,800.0,Carpet area: 800 (74.32 sq.m.),2.0,2.0,3,21.0,not available,Relatively New,,,800.0,0,0,0,0,0,1,31
244,flat,emaar digihomes,sector 62,4.25,26562.0,1600.0,Carpet area: 1600 (148.64 sq.m.),3.0,3.0,3,8.0,not available,Under Construction,,,1600.0,0,0,0,0,0,1,16
245,flat,umang monsoon breeze,sector 78,1.25,5000.0,2500.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4.0,4.0,3,2.0,East,Relatively New,2350.0,2300.0,2000.0,0,0,1,0,1,1,57
246,flat,mapsko paradise,sector 83,0.95,6300.0,1508.0,Carpet area: 1340 (124.49 sq.m.),3.0,3.0,3,1.0,not available,Moderately Old,,,1340.0,0,0,0,0,0,1,0
247,flat,cancon enclave,sector 4,1.05,7777.0,1350.0,Carpet area: 1350 (125.42 sq.m.),3.0,2.0,2,2.0,not available,New Property,,,1350.0,0,0,0,0,0,0,0
248,flat,tata primanti,sector 72,4.1,14100.0,2908.0,Super Built up area 2905(269.88 sq.m.),4.0,5.0,3+,39.0,not available,New Property,2905.0,,,0,0,0,0,1,1,103
249,flat,mrg world ultimus,sector 90,0.5,6983.0,716.0,Carpet area: 716 (66.52 sq.m.),2.0,2.0,2,1.0,North-East,Undefined,,,716.0,0,0,0,0,0,1,21
250,flat,sonata group housing gh 24,manesar,1.65,5892.0,2800.0,Carpet area: 2800 (260.13 sq.m.),4.0,3.0,3,8.0,not available,New Property,,,2800.0,0,0,0,0,0,1,20
251,flat,bptp pedestal,sector 70,1.6,10158.0,1575.0,Carpet area: 1575 (146.32 sq.m.),3.0,3.0,3,2.0,North-East,New Property,,,1575.0,0,0,0,0,1,1,77
252,flat,smart world orchard,sector 61,2.1,13750.0,1527.0,Super Built up area 1549(143.91 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,2.0,3,3.0,South,Undefined,1549.0,,1500.0,0,0,0,0,0,1,146
253,flat,hsiidc sidco aravali,manesar,0.9,3648.0,2467.0,Super Built up area 2467(229.19 sq.m.),4.0,4.0,3,7.0,not available,Moderately Old,2467.0,,,0,0,0,0,0,1,0
254,flat,godrej aria,sector 79,1.1,7772.0,1415.0,Super Built up area 1351(125.51 sq.m.),2.0,2.0,3+,4.0,North-East,New Property,1351.0,,,0,0,0,0,0,0,49
255,flat,assotech blith,sector 99,0.92,6739.0,1365.0,Super Built up area 1365(126.81 sq.m.),2.0,2.0,3+,22.0,not available,Under Construction,1365.0,,,0,0,0,0,0,1,56
256,flat,sare crescent parc,sector 92,0.7,5556.0,1260.0,Built Up area: 140 (117.06 sq.m.),3.0,3.0,2,14.0,not available,Under Construction,,140.0,,0,0,0,0,0,1,38
257,flat,unitech vistas,sector 70,0.99,6325.0,1565.0,Super Built up area 1565(145.39 sq.m.),3.0,4.0,2,11.0,not available,Under Construction,1565.0,,,0,0,0,0,0,1,0
258,flat,supertech araville,sector 79,0.71,6061.0,1171.0,Super Built up area 1295(120.31 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2.0,2.0,3+,17.0,North,New Property,1295.0,,1250.0,0,0,0,0,1,1,53
259,flat,ansal housing highland park,sector 103,0.88,6429.0,1369.0,Super Built up area 1361(126.44 sq.m.),2.0,2.0,3,3.0,not available,New Property,1361.0,,,0,0,0,0,0,1,52
260,flat,tulip white,sector 69,0.91,6862.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3.0,2.0,2,12.0,not available,Moderately Old,,,1326.0,0,0,0,0,0,1,43
261,flat,mapsko casa bella,sector 82,1.25,6377.0,1960.0,Super Built up area 1960(182.09 sq.m.),3.0,4.0,3+,8.0,not available,Under Construction,1960.0,,,0,0,0,0,0,1,54
262,flat,unitech uniworld gardens,sector 47,1.05,10531.0,997.0,Carpet area: 997 (92.62 sq.m.),2.0,2.0,2,3.0,North-East,Relatively New,,,997.0,0,0,0,0,0,0,34
263,flat,ild grand,sector 37,0.66,5038.0,1310.0,Built Up area: 1310 (121.7 sq.m.),2.0,2.0,3+,14.0,not available,Undefined,,1310.0,,0,0,0,0,0,1,60
264,flat,m3m capital,sector 113,1.83,13969.0,1310.0,Built Up area: 1310 (121.7 sq.m.),2.0,2.0,0,7.0,not available,Undefined,,1310.0,,0,0,0,0,0,1,68
265,flat,unitech vistas,sector 70,0.53,4800.0,1104.0,Super Built up area 1095(101.73 sq.m.),2.0,2.0,2,9.0,not available,Undefined,1095.0,,,0,0,0,0,1,1,24
266,flat,ramprastha the edge towers,sector 37,0.8,5797.0,1380.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3,2.0,North-East,Relatively New,1380.0,1300.0,1200.0,0,0,0,0,0,1,78
267,flat,smart world gems,sector 89,1.71,12000.0,1425.0,Built Up area: 1423 (132.2 sq.m.),3.0,2.0,0,3.0,not available,Undefined,,1423.0,,0,0,0,0,0,1,45
