,property_type,sector,price_in_crores,bedRoom,bathroom,balcony,agePossession,Built Up area,store room,servant room,furnishing_type,luxury_category,floor_category
1613,flat,sector 109,2.22,3.0,4.0,3,Relatively New,1860.0,0,0,1,Low,High floor
1614,flat,sector 104,1.85,3.0,4.0,3+,Relatively New,2072.0,0,0,1,Medium,High floor
1615,flat,sector 108,0.98,2.0,3.0,3,Relatively New,978.23,0,0,0,Low,High floor
1616,flat,sector 103,2.45,4.0,4.0,3,Relatively New,2602.0,0,0,1,Low,High floor
1617,flat,sector 103,1.34,3.0,3.0,3+,Relatively New,2506.0,0,0,0,Low,High floor
1618,flat,sector 102,1.92,3.0,3.0,3,Relatively New,2222.0,0,0,1,Medium,High floor
1619,flat,sector 102,1.9,3.0,3.0,3+,Relatively New,2099.0,0,0,1,Low,Mid floor
1620,flat,sector 102,4.55,4.0,4.0,3+,Relatively New,4630.0,0,0,0,Medium,High floor
1621,flat,sector 102,1.54,3.0,3.0,3,Relatively New,2061.0,0,0,1,Medium,High floor
1622,flat,sector 86,1.55,4.0,4.0,3+,Moderately Old,3104.0,0,0,0,Medium,High floor
1623,flat,sector 108,1.68,3.0,3.0,3+,Relatively New,1338.29,0,0,0,Medium,Mid floor
1624,flat,sector 70,2.3,3.0,3.0,3,Relatively New,1946.0,0,0,0,Medium,Mid floor
1625,flat,sector 70,0.97,3.0,3.0,3+,Relatively New,1339.0,0,0,1,Medium,Low floor
1626,flat,sector 90,1.9,4.0,4.0,3+,Relatively New,2468.0,0,0,1,Medium,Mid floor
1627,flat,sector 90,1.55,4.0,4.0,3+,Relatively New,2139.0,0,0,1,Medium,Low floor
1628,flat,sector 90,1.13,3.0,3.0,3+,Relatively New,1566.0,0,0,1,Medium,Mid floor
1629,flat,sector 90,0.85,3.0,4.0,3,Relatively New,2552.0,0,0,1,Medium,Mid floor
1630,flat,sector 49,2.64,3.0,4.0,3+,Moderately Old,2252.0,0,0,0,Medium,Low floor
1631,flat,sector 49,2.1,3.0,3.0,3,Moderately Old,1604.25,0,0,0,Medium,Mid floor
1632,flat,sector 102,1.4,2.0,2.0,3,Relatively New,1905.0,0,0,1,Medium,Low floor
1633,flat,sector 102,1.45,3.0,3.0,2,Relatively New,1493.0,0,0,0,High,Mid floor
1634,flat,sector 90,1.2,3.0,3.0,3+,Moderately Old,2144.0,0,0,1,Medium,Mid floor
1635,flat,sector 106,0.39,1.0,1.0,1,Relatively New,883.0,0,0,1,Medium,Mid floor
1636,flat,sector 71,1.25,3.0,4.0,2,Relatively New,1577.0,0,0,0,High,Mid floor
1637,flat,sector 104,1.59,2.0,2.0,2,Relatively New,1403.0,0,0,1,Medium,High floor
1638,flat,sector 111,5.25,4.0,6.0,3+,Relatively New,4072.0,0,0,0,Medium,Mid floor
1639,flat,sector 111,3.4,4.0,5.0,3+,Relatively New,2670.0,0,0,0,Medium,High floor
1640,flat,sector 112,3.29,3.0,3.0,3+,Relatively New,2225.56,0,0,0,High,Low floor
1641,flat,sector 104,2.49,3.0,3.0,3+,Relatively New,2217.0,0,0,0,Medium,High floor
1642,flat,sector 102,1.75,3.0,4.0,3+,Relatively New,1748.0,0,0,0,Medium,High floor
1643,flat,sector 108,2.29,4.0,5.0,3+,Relatively New,2779.0,0,0,0,Medium,Mid floor
1644,flat,sector 102,2.15,3.0,4.0,3+,Relatively New,1945.0,0,0,0,Medium,High floor
1645,flat,sector 82,0.89,2.0,2.0,2,Relatively New,1848.0,0,0,0,Medium,High floor
1646,flat,sector 50,2.65,3.0,3.0,3+,Moderately Old,2491.0,0,0,1,High,Mid floor
1647,flat,sector 82,0.86,2.0,2.0,2,Relatively New,1294.0,0,0,0,Medium,High floor
1648,flat,sector 79,1.35,3.0,3.0,2,Relatively New,1362.0,0,0,1,Medium,Mid floor
1649,flat,sector 79,1.69,3.0,3.0,2,Relatively New,1795.0,0,0,1,Medium,Mid floor
1650,flat,sector 104,2.65,4.0,4.0,3+,Relatively New,4323.0,0,0,0,Low,High floor
1651,flat,sector 104,1.75,3.0,4.0,3+,Relatively New,3072.0,0,0,0,Low,High floor
1652,flat,sector 107,1.3,3.0,3.0,3,Relatively New,2426.0,0,0,1,Medium,Mid floor
1653,flat,sector 102,1.75,3.0,3.0,3,Relatively New,2303.0,0,0,1,Low,Mid floor
1654,flat,sector 90,1.25,3.0,3.0,3+,Relatively New,1929.0,0,0,1,Medium,Mid floor
1655,flat,sector 79,1.2,3.0,3.0,3+,Relatively New,1828.0,0,0,0,Medium,High floor
1656,flat,sector 79,1.5,3.0,4.0,3+,Relatively New,2238.0,0,0,0,Medium,High floor
1657,flat,sector 69,2.05,4.0,4.0,2,Relatively New,1889.0,0,0,1,High,Low floor
1658,flat,sector 69,1.95,4.0,4.0,2,Relatively New,1819.0,0,0,1,High,Low floor
1659,flat,sector 69,1.19,2.0,3.0,1,Relatively New,1500.0,0,0,0,High,Low floor
1660,flat,sector 69,1.4,3.0,3.0,1,Relatively New,1392.0,0,0,0,High,High floor
1661,flat,sector 69,1.75,3.0,4.0,2,Relatively New,2056.0,0,0,0,High,Low floor
1662,flat,sector 69,1.36,3.0,3.0,1,Relatively New,2005.0,0,0,1,Medium,High floor
1663,flat,sector 69,1.51,3.0,3.0,2,Relatively New,2039.0,0,0,2,High,Low floor
1664,flat,sector 81,2.91,4.0,5.0,2,Relatively New,4458.0,0,0,0,Medium,Mid floor
1665,flat,sector 81,1.1,3.0,2.0,3+,Relatively New,2063.0,0,0,1,High,Mid floor
1666,flat,sector 84,0.85,3.0,3.0,3+,Relatively New,1561.0,0,0,1,Medium,Mid floor
1667,flat,sector 86,0.41,2.0,2.0,1,Relatively New,668.0,0,0,1,Medium,Mid floor
1668,flat,sector 84,0.37,2.0,2.0,1,Relatively New,796.0,0,0,1,Medium,Mid floor
1669,flat,sector 84,0.88,3.0,3.0,3,Relatively New,1652.0,0,0,1,Medium,High floor
1670,flat,sector 84,0.9,3.0,3.0,3,Relatively New,1833.0,0,0,1,Medium,High floor
1671,flat,sector 69,1.43,3.0,3.0,2,Relatively New,2032.0,0,0,1,Medium,Low floor
1672,flat,sector 69,1.38,3.0,3.0,1,Relatively New,1709.0,0,0,1,High,High floor
1673,flat,sector 69,2.0,4.0,4.0,2,Relatively New,1889.0,0,0,1,High,Low floor
1674,flat,sector 69,1.55,3.0,3.0,2,Relatively New,1455.0,0,0,0,Medium,Low floor
1675,flat,sector 69,1.46,3.0,3.0,2,Relatively New,1428.0,0,0,0,High,Low floor
1676,flat,sector 69,1.68,3.0,3.0,2,Relatively New,1510.0,0,0,1,High,Low floor
1677,flat,sector 69,1.2,2.0,3.0,1,Relatively New,1222.0,0,0,1,High,Low floor
1678,flat,sector 69,1.66,3.0,3.0,2,Relatively New,1482.0,0,0,1,High,Low floor
1679,flat,sector 69,1.6,3.0,3.0,2,Relatively New,1428.0,0,0,1,High,Low floor
1680,flat,sector 69,1.76,3.0,4.0,2,Relatively New,1674.0,0,0,1,High,Low floor
1681,flat,sector 84,0.6,2.0,2.0,2,Relatively New,1086.0,0,0,1,Medium,High floor
1682,flat,sector 84,0.92,3.0,3.0,3,Relatively New,1652.0,0,0,1,Medium,Low floor
1683,flat,sector 84,0.69,2.0,2.0,3+,Relatively New,1222.0,0,0,1,Medium,Mid floor
1684,flat,sector 90,1.51,4.0,4.0,3+,Relatively New,2362.0,0,0,0,Medium,Mid floor
1685,flat,sector 92,0.65,3.0,3.0,2,Relatively New,1574.0,0,0,1,Low,Mid floor
1686,flat,sector 92,0.51,3.0,2.0,2,Relatively New,1131.0,0,0,1,Medium,Low floor
1687,flat,sector 82,0.63,2.0,2.0,3+,Relatively New,1026.0,0,0,1,Medium,Low floor
1688,flat,sector 86,1.54,4.0,4.0,3+,Moderately Old,2139.0,0,0,1,Medium,High floor
1689,flat,sector 81,0.95,2.0,2.0,2,Relatively New,1150.0,0,0,0,High,High floor
1690,flat,sector 90,1.21,3.0,3.0,3+,Relatively New,1581.0,0,0,1,Medium,High floor
1691,flat,sector 81,2.2,3.0,4.0,3+,Relatively New,1900.0,0,0,2,Medium,Mid floor
1692,flat,sector 90,1.65,4.0,4.0,3+,Relatively New,2214.0,0,0,0,High,High floor
1693,flat,sector 84,0.9,3.0,3.0,3,Relatively New,1652.0,0,0,1,Medium,High floor
1694,flat,sector 84,0.54,2.0,2.0,3+,Relatively New,1086.0,0,0,1,Medium,High floor
1695,flat,sector 84,1.02,4.0,4.0,3+,Relatively New,1896.0,0,0,1,Medium,High floor
1696,flat,sector 90,1.78,4.0,4.0,3+,Relatively New,2005.0,0,0,1,Medium,High floor
1697,flat,sector 90,1.29,3.0,3.0,3+,Relatively New,1817.0,0,0,1,High,High floor
1698,flat,sector 90,1.25,3.0,3.0,3,Relatively New,1557.0,0,0,1,Medium,High floor
1699,flat,sector 81,2.5,3.0,3.0,2,Relatively New,2130.0,0,0,2,Medium,Mid floor
1700,flat,sector 70,2.52,3.0,4.0,3,Relatively New,2127.0,0,0,1,High,Mid floor
1701,flat,sector 33,2.3,4.0,4.0,3+,New Property,2000.0,0,0,1,Low,Mid floor
1702,flat,sector 33,1.55,3.0,3.0,3+,New Property,1444.0,0,0,0,Low,Mid floor
1703,flat,sector 90,1.2,3.0,3.0,3+,Relatively New,1747.0,0,0,1,Low,High floor
1704,flat,sector 90,1.65,4.0,4.0,3+,Moderately Old,2139.0,0,0,0,Medium,High floor
1705,flat,sector 79,1.25,3.0,3.0,3+,Relatively New,1656.0,0,0,0,Low,High floor
1706,flat,sector 79,1.2,3.0,3.0,3,Relatively New,1348.0,0,0,0,Low,High floor
1707,flat,sector 69,2.06,3.0,3.0,3,Relatively New,1640.0,0,0,1,Low,High floor
1708,flat,sector 69,2.07,3.0,3.0,3,Relatively New,1640.0,0,0,1,Low,High floor
1709,flat,sector 70,1.6,3.0,5.0,3,Relatively New,2167.0,0,0,1,High,Mid floor
1710,flat,sector 69,1.31,3.0,3.0,2,Relatively New,1392.0,0,0,0,High,High floor
1711,flat,sector 69,1.92,4.0,4.0,2,Relatively New,1389.0,0,0,1,High,Low floor
1712,flat,sector 69,1.9,4.0,4.0,2,Relatively New,2653.0,0,0,1,High,Mid floor
1713,flat,sector 69,3.1,4.0,6.0,3+,Relatively New,4245.0,0,0,1,High,High floor
1714,flat,sector 69,1.4,3.0,3.0,1,Relatively New,2086.0,0,0,1,High,High floor
1715,flat,sector 69,1.44,3.0,3.0,2,Relatively New,2095.0,0,0,1,High,Low floor
1716,flat,sector 69,3.05,4.0,5.0,3+,Relatively New,2856.0,0,0,1,Low,High floor
1717,flat,sector 69,1.28,3.0,3.0,2,Relatively New,1428.0,0,0,0,Low,High floor
1718,flat,sector 69,1.6,3.0,3.0,2,Relatively New,1428.0,0,0,1,Low,Low floor
1719,flat,sector 69,1.9,4.0,4.0,2,Relatively New,1819.0,0,0,1,Low,Low floor
1720,flat,sector 69,1.7,3.0,3.0,2,Relatively New,1428.0,0,0,1,Low,Low floor
1721,flat,sector 69,1.36,3.0,3.0,2,Relatively New,1428.0,0,0,0,Low,High floor
1722,flat,sector 69,1.38,3.0,3.0,1,Relatively New,1392.0,0,0,1,High,High floor
1723,flat,sector 81,1.15,3.0,2.0,3+,Relatively New,2103.0,0,0,1,Medium,High floor
1724,flat,sector 69,1.4,3.0,3.0,1,Relatively New,1419.0,0,0,1,High,High floor
1725,flat,sector 69,1.37,3.0,3.0,1,Relatively New,1392.0,0,0,1,Medium,High floor
1726,flat,sector 69,1.4,3.0,3.0,1,Relatively New,1419.0,0,0,1,Medium,High floor
1727,flat,sector 83,0.65,2.0,2.0,2,Relatively New,950.0,0,0,0,High,Low floor
1728,flat,sector 83,0.6,2.0,2.0,2,Relatively New,990.0,0,0,0,High,Low floor
1729,flat,sector 77,0.75,2.0,2.0,2,Relatively New,1180.0,0,0,0,High,Mid floor
1730,flat,sector 81,0.95,2.0,2.0,2,Relatively New,1260.0,0,0,0,High,High floor
1731,flat,sector 84,1.24,3.0,3.0,3,Relatively New,1650.0,0,0,0,High,Mid floor
1732,flat,sector 84,0.9,3.0,3.0,3+,Relatively New,1525.0,0,0,1,High,High floor
1733,flat,sector 79,1.3,3.0,3.0,3+,Relatively New,1946.0,0,0,0,Medium,Low floor
1734,flat,sector 84,0.73,2.0,2.0,3+,Relatively New,1569.0,0,0,1,High,Mid floor
1735,flat,sector 86,1.26,3.0,3.0,3,Moderately Old,1747.0,0,0,1,Medium,Mid floor
1736,flat,sector 90,1.25,3.0,3.0,3+,Relatively New,1929.0,0,0,1,Medium,Mid floor
1737,flat,sector 90,1.88,4.0,4.0,3+,Relatively New,2726.0,0,0,1,Medium,High floor
1738,flat,sector 90,1.3,3.0,3.0,3+,Relatively New,1929.0,0,0,0,Medium,Mid floor
1739,flat,sector 86,0.44,2.0,2.0,2,Relatively New,668.0,0,0,0,Medium,Mid floor
1740,flat,sector 84,0.84,3.0,3.0,3+,New Property,1561.0,0,0,1,Medium,Mid floor
1741,flat,sector 84,0.79,3.0,3.0,3+,New Property,1561.0,0,0,1,Low,Mid floor
1742,flat,sector 82,1.38,4.0,5.0,3+,Relatively New,2294.0,0,0,1,Medium,High floor
1743,flat,sector 108,2.6,3.0,3.0,2,New Property,1711.0,0,0,1,Low,High floor
1744,flat,sector 69,1.7,4.0,4.0,2,Relatively New,1819.0,0,0,1,Medium,Mid floor
1745,flat,sector 69,1.7,4.0,4.0,2,New Property,1819.0,0,0,1,Medium,Mid floor
1746,flat,sector 69,1.4,3.0,3.0,2,Relatively New,1428.0,0,0,1,Medium,Mid floor
1747,flat,sector 69,1.68,4.0,4.0,2,Relatively New,1819.0,0,0,1,Medium,Mid floor
1748,flat,sector 69,1.7,4.0,4.0,2,Relatively New,1819.0,0,0,1,Medium,Low floor
1749,flat,sector 69,1.4,3.0,3.0,2,Relatively New,1428.0,0,0,1,Medium,Low floor
1750,flat,sector 37,1.2,3.0,3.0,3,Relatively New,1000.0,0,0,1,Medium,Mid floor
1751,flat,sector 79,0.96,2.0,2.0,3,Relatively New,1624.0,0,0,1,Low,Mid floor
1752,flat,sector 86,1.3,2.0,3.0,3,Relatively New,944.0,0,0,0,Low,Mid floor
1753,flat,sector 92,1.6,3.0,3.0,3,Relatively New,2724.0,0,0,0,Medium,Mid floor
1754,flat,sector 86,1.93,3.0,4.0,3,Relatively New,2068.0,0,0,1,Medium,High floor
1755,flat,sector 92,1.42,3.0,3.0,2,Relatively New,1738.0,0,0,1,Medium,Mid floor
1756,flat,sector 81,2.2,3.0,4.0,3+,Relatively New,1900.0,0,0,2,Low,High floor
1757,flat,sector 86,1.35,3.0,3.0,1,Relatively New,1746.0,0,0,1,Medium,Mid floor
1758,flat,sector 86,1.65,3.0,4.0,3,Relatively New,1715.0,0,0,1,Medium,Mid floor
1759,flat,sector 48,1.42,3.0,3.0,3,Moderately Old,1493.0,0,0,2,High,Low floor
1760,flat,sector 106,1.1,3.0,4.0,3+,Relatively New,1186.0,0,0,0,High,Mid floor
1761,flat,sector 99,1.23,3.0,5.0,3,Relatively New,1807.0,0,0,1,Medium,Mid floor
1762,flat,sector 92,1.5,3.0,3.0,3,Relatively New,1738.0,0,0,1,Low,Mid floor
1763,flat,sector 90,0.65,2.0,2.0,2,Old Property,1176.0,0,0,1,Medium,High floor
1764,flat,sector 90,0.64,2.0,2.0,3,Old Property,1787.0,0,0,1,Medium,Mid floor
1765,flat,sector 37,1.65,3.0,3.0,2,Relatively New,1699.0,0,0,1,Medium,High floor
1766,flat,sector 37,1.17,2.0,2.0,2,Relatively New,1276.0,0,0,1,Medium,Low floor
1767,flat,sector 37,1.45,3.0,3.0,3,Relatively New,1639.0,0,0,1,Medium,Mid floor
1768,flat,sector 102,1.95,3.0,3.0,3,New Property,2454.0,0,0,0,High,Mid floor
1769,flat,sector 81,4.2,4.0,4.0,3+,Relatively New,5412.0,0,0,0,Medium,High floor
1770,flat,sector 92,1.55,3.0,4.0,3,Relatively New,1805.0,0,0,1,Low,Mid floor
1771,flat,sector 85,1.58,3.0,4.0,3,Relatively New,3317.0,0,0,1,High,Mid floor
1772,flat,sector 67,2.32,3.0,4.0,3+,Moderately Old,2640.0,0,0,0,Medium,High floor
1773,flat,sector 86,1.25,3.0,4.0,3,Relatively New,1339.0,0,0,1,Low,Low floor
1774,flat,sector 58,2.2,2.0,2.0,1,Relatively New,1432.0,0,0,0,Medium,Mid floor
1775,flat,sector 106,1.4,4.0,6.0,3+,Relatively New,1535.0,0,0,1,High,Mid floor
1776,flat,sector 106,1.2,3.0,3.0,3,Relatively New,1145.0,0,0,1,High,High floor
1777,flat,sector 88,0.92,2.0,2.0,2,Relatively New,1300.0,0,0,1,High,Mid floor
1778,flat,sector 106,1.25,3.0,4.0,3,Relatively New,1305.0,0,0,1,High,High floor
1779,flat,sector 106,1.25,3.0,4.0,3+,Relatively New,1186.0,0,0,1,High,Mid floor
1780,flat,sector 49,1.85,3.0,3.0,1,Moderately Old,1471.12,0,0,1,High,Mid floor
1781,flat,sector 49,1.69,3.0,3.0,3,Moderately Old,2178.0,0,0,1,Medium,Mid floor
1782,flat,sector 66,3.5,3.0,3.0,2,Relatively New,2200.0,0,0,1,Medium,Mid floor
1783,flat,sector 66,1.51,2.0,2.0,2,Relatively New,1188.0,0,0,0,Medium,Mid floor
1784,flat,sector 48,1.86,3.0,3.0,3+,Moderately Old,2199.0,0,0,0,Medium,Mid floor
1785,flat,sector 108,1.7,3.0,4.0,3+,Relatively New,1500.29,0,0,1,Medium,High floor
1786,flat,sector 108,2.0,3.0,3.0,3+,Relatively New,2116.0,0,0,1,Medium,High floor
1787,flat,sector 104,1.25,3.0,4.0,3+,Relatively New,1669.0,0,0,1,Medium,High floor
1788,flat,sector 104,0.98,3.0,3.0,3,Relatively New,1490.0,0,0,1,Medium,High floor
1789,flat,sector 104,0.85,2.0,2.0,3+,Relatively New,1269.0,0,0,1,Medium,Mid floor
1790,flat,sector 104,0.75,2.0,2.0,3,Relatively New,1148.0,0,0,1,Medium,Mid floor
1791,flat,sector 107,0.3,2.0,2.0,1,Relatively New,816.0,0,0,1,Medium,Mid floor
1792,flat,sector 109,1.7,3.0,3.0,3,Relatively New,1550.0,0,0,1,Medium,High floor
1793,flat,sector 109,1.4,3.0,3.0,3+,Relatively New,1584.0,0,0,1,Medium,High floor
1794,flat,sector 67,1.7,3.0,3.0,2,New Property,2128.0,0,0,0,Low,Mid floor
1795,flat,sector 90,0.9,3.0,4.0,3,Relatively New,1765.0,0,0,1,High,Mid floor
1796,flat,sector 90,1.25,4.0,4.0,3,Relatively New,2861.0,0,0,1,High,Mid floor
1797,flat,sector 90,0.65,2.0,2.0,3,Relatively New,1222.0,0,0,1,High,Mid floor
1798,flat,sector 90,0.9,3.0,4.0,3,Relatively New,1765.0,0,0,1,High,Mid floor
1799,flat,sector 90,0.65,2.0,2.0,3,Relatively New,1222.0,0,0,1,High,Mid floor
1800,flat,sector 90,0.66,2.0,2.0,3,Relatively New,1710.0,0,0,1,Medium,Mid floor
1801,flat,manesar,0.91,3.0,3.0,3+,Moderately Old,1900.0,0,0,1,Low,Mid floor
1802,flat,manesar,0.85,3.0,3.0,2,Moderately Old,2556.0,0,0,1,Low,Low floor
1803,flat,sector 1,0.85,3.0,3.0,3+,Relatively New,2081.0,0,0,1,Low,Mid floor
1804,flat,sector 65,2.9,4.0,4.0,0,Relatively New,2194.0,0,0,1,Medium,Low floor
1805,flat,sector 65,2.85,4.0,4.0,3,Relatively New,2194.0,0,0,1,Low,Mid floor
1806,flat,sector 65,2.24,3.0,3.0,3,Relatively New,1833.0,0,0,1,Low,Low floor
1807,flat,sector 65,2.55,3.0,3.0,3,Relatively New,2215.0,0,0,1,Low,Mid floor
1808,flat,sector 65,2.85,4.0,4.0,3,Relatively New,1975.0,0,0,1,Low,Low floor
1809,flat,sector 65,2.5,3.0,3.0,3,Relatively New,1493.0,0,0,1,Low,Mid floor
1810,flat,sector 50,2.75,3.0,3.0,3,Moderately Old,2400.0,0,0,1,Medium,Mid floor
1811,flat,sector 33,1.35,3.0,4.0,2,Moderately Old,1398.0,0,0,1,Low,Mid floor
1812,flat,sector 50,2.51,3.0,3.0,3,Moderately Old,2093.0,0,0,0,Medium,High floor
1813,flat,sector 67,4.5,4.0,4.0,3+,Relatively New,2854.0,0,0,0,High,High floor
1814,flat,sector 50,2.5,3.0,3.0,3,Relatively New,1894.0,0,0,0,Medium,High floor
1815,flat,sector 85,1.14,2.0,2.0,3,Relatively New,1484.0,0,0,1,Medium,Mid floor
1816,flat,sector 85,1.85,4.0,5.0,3+,Relatively New,2545.0,0,0,1,Medium,Low floor
1817,flat,sector 66,2.8,3.0,4.0,3,Relatively New,1700.0,0,0,0,Medium,Mid floor
1818,flat,sector 66,1.45,2.0,2.0,3,Relatively New,1620.0,0,0,1,Medium,Mid floor
1819,flat,sector 82,0.86,3.0,3.0,3,Moderately Old,1881.0,0,0,0,Medium,Mid floor
1820,flat,sector 79,1.28,3.0,3.0,3,Relatively New,1939.0,0,0,0,Medium,High floor
1821,flat,sector 79,1.2,3.0,3.0,3,Relatively New,1995.0,0,0,0,Medium,Mid floor
1822,flat,sector 81,1.15,3.0,2.0,3+,Relatively New,2214.0,0,0,0,Medium,Mid floor
1823,flat,sector 81,0.88,2.0,2.0,3,Relatively New,1839.0,0,0,0,Medium,Mid floor
1824,flat,sector 81,0.87,2.0,2.0,3,Relatively New,1300.0,0,0,0,Medium,Mid floor
1825,flat,sector 103,2.4,4.0,6.0,3+,Relatively New,2456.0,0,0,1,High,High floor
1826,flat,sector 108,0.85,3.0,3.0,2,Relatively New,1500.0,0,0,1,Medium,Low floor
1827,flat,sector 102,1.3,2.0,2.0,3,Relatively New,1009.0,0,0,1,Medium,Low floor
1828,flat,sector 82,1.85,3.0,3.0,3+,Relatively New,2483.0,0,0,0,Low,Low floor
1829,flat,sector 102,2.0,3.0,3.0,3+,Relatively New,1456.0,0,0,1,Medium,Low floor
1830,flat,sector 62,9.95,4.0,6.0,3,Relatively New,6077.0,0,0,0,Medium,High floor
1831,flat,sector 62,9.2,4.0,6.0,3,Relatively New,5954.0,0,0,0,High,Mid floor
1832,flat,sector 33,1.79,3.0,3.0,3,Old Property,1619.0,0,0,1,Medium,Mid floor
1833,flat,sector 109,2.1,3.0,4.0,3+,Relatively New,2100.0,0,0,0,High,High floor
1834,flat,sector 106,1.14,3.0,4.0,3,Relatively New,1305.0,0,0,1,Low,Mid floor
1835,flat,sector 99,1.13,3.0,5.0,3,Relatively New,1790.0,0,0,1,Low,Mid floor
1836,flat,sector 106,1.05,3.0,4.0,3+,Relatively New,1345.0,0,0,1,High,Mid floor
1837,flat,sector 113,2.78,3.0,3.0,3,New Property,2599.0,0,0,1,High,Mid floor
1838,flat,sector 113,1.55,2.0,2.0,3,New Property,1276.0,0,0,1,High,Low floor
1839,flat,sector 113,1.35,2.0,2.0,3,New Property,1090.0,0,0,1,High,Mid floor
1840,flat,sector 113,1.38,2.0,2.0,3,New Property,1350.0,0,0,1,High,Mid floor
1841,flat,sector 113,2.35,3.0,3.0,3,New Property,2210.0,0,0,1,High,High floor
1842,flat,sector 102,1.8,3.0,3.0,3,Relatively New,1531.0,0,0,1,Medium,Low floor
1843,flat,sector 102,1.24,2.0,2.0,2,Relatively New,1100.0,0,0,1,Medium,Mid floor
1844,flat,sector 102,0.96,2.0,2.0,2,Relatively New,828.0,0,0,1,Medium,Mid floor
1845,flat,sector 102,1.82,3.0,4.0,3+,Moderately Old,1757.0,0,0,1,Medium,High floor
1846,flat,sector 102,2.65,4.0,5.0,3+,Moderately Old,2311.0,0,0,1,Medium,High floor
1847,flat,sector 102,2.2,3.0,4.0,3+,Moderately Old,1945.0,0,0,1,Medium,Mid floor
1848,flat,sector 102,1.78,3.0,4.0,3+,Moderately Old,1748.0,0,0,1,Medium,Mid floor
1849,flat,sector 109,1.68,3.0,3.0,3+,Moderately Old,2303.0,0,0,1,Medium,Mid floor
1850,flat,sector 109,1.3,3.0,2.0,3,Moderately Old,1701.0,0,0,1,Medium,High floor
1851,flat,sector 107,0.49,2.0,2.0,1,Relatively New,598.0,0,0,2,Low,Mid floor
1852,flat,sector 83,1.08,3.0,3.0,3,Relatively New,2325.0,0,0,1,Medium,Mid floor
1853,flat,sector 79,1.72,3.0,4.0,3,New Property,2050.0,0,0,1,Low,Mid floor
1854,flat,sector 23,0.16,2.0,2.0,2,Moderately Old,706.0,0,0,1,Low,Low floor
1855,flat,sohna road,0.2,2.0,2.0,1,New Property,743.0,0,0,1,Low,Mid floor
1856,flat,sector 51,0.71,2.0,2.0,1,Relatively New,1007.0,0,0,1,Low,Mid floor
1857,flat,sohna road,0.54,2.0,2.0,1,Relatively New,922.0,0,0,1,Low,Low floor
1858,flat,sector 81,0.65,2.0,2.0,2,Moderately Old,1540.0,0,0,1,Medium,High floor
1859,flat,sector 48,1.38,3.0,3.0,1,Relatively New,1611.0,0,0,1,Medium,Low floor
1860,flat,sector 37,0.45,2.0,3.0,2,Relatively New,656.0,0,0,1,Low,Mid floor
1861,flat,sector 36,0.45,1.0,1.0,1,Relatively New,452.0,0,0,1,Low,Mid floor
1862,flat,sector 83,1.15,3.0,2.0,3,Relatively New,1588.0,0,0,1,Low,High floor
1863,flat,sector 49,3.6,4.0,5.0,3,Moderately Old,3356.0,0,0,2,Low,Mid floor
1864,flat,sector 91,0.9,2.0,2.0,2,Relatively New,1186.0,0,0,2,Medium,High floor
1865,flat,sector 56,0.55,1.0,2.0,1,Old Property,678.0,0,0,1,Medium,Low floor
1866,flat,sector 71,0.9,1.0,1.0,0,New Property,683.0,0,0,1,Medium,Mid floor
1867,flat,sector 111,0.5,1.0,1.0,1,Relatively New,374.0,0,0,2,Medium,Low floor
1868,flat,sector 65,2.86,3.0,3.0,3,Relatively New,2267.0,0,0,1,Low,High floor
1869,flat,sector 52,0.29,1.0,1.0,0,Moderately Old,278.0,0,0,0,Low,Low floor
1870,flat,sector 103,0.89,2.0,3.0,3,Relatively New,1913.0,0,0,0,Medium,Low floor
1871,flat,sector 103,1.12,3.0,4.0,3+,New Property,2635.0,0,0,1,Low,Mid floor
1872,flat,sector 92,0.5,3.0,3.0,1,Relatively New,579.0,0,0,1,Low,Low floor
1873,flat,sector 99,1.4,3.0,5.0,3+,New Property,1807.0,0,0,1,Low,Mid floor
1874,flat,sector 90,2.05,4.0,4.0,3+,Relatively New,2005.0,0,0,0,Low,Mid floor
1875,flat,sohna road,0.87,2.0,2.0,3+,Relatively New,1790.0,0,0,1,Medium,Mid floor
1876,flat,sector 66,1.32,2.0,2.0,2,Relatively New,1048.0,0,0,1,Low,Mid floor
1877,flat,sector 86,1.3,2.0,2.0,3,Relatively New,1339.0,0,0,1,Low,Mid floor
1878,flat,sohna road,0.95,3.0,2.0,3+,New Property,1210.0,0,0,1,Medium,Mid floor
1879,flat,sector 92,0.42,3.0,3.0,1,Relatively New,711.0,0,0,1,Low,Low floor
1880,flat,sector 85,0.88,3.0,3.0,1,Relatively New,1344.0,0,0,1,Medium,Low floor
1881,flat,sector 49,2.0,4.0,3.0,3+,Old Property,2492.0,0,0,1,Medium,Mid floor
1882,flat,sector 54,3.85,3.0,3.0,3+,Old Property,2119.0,0,0,1,Medium,Mid floor
1883,flat,sector 113,3.72,5.0,4.0,3+,New Property,2956.0,0,0,2,Low,Low floor
1884,flat,sector 37,0.68,2.0,2.0,3,New Property,644.0,0,0,1,Medium,Mid floor
1885,flat,sector 33,1.31,2.0,2.0,2,Under Construction,85.0,0,0,1,Medium,Mid floor
1886,flat,sector 33,1.65,3.0,3.0,3,New Property,2218.0,0,0,1,Low,Low floor
1887,flat,sector 77,1.9,3.0,4.0,3+,New Property,2486.0,0,0,0,Low,Mid floor
