,property_type,sector,price_in_crores,bedRoom,bathroom,balcony,agePossession,Built Up area,store room,servant room,furnishing_type,luxury_category,floor_category
1888,flat,sector 91,1.8,4.0,3.0,3+,Relatively New,2578.0,0,0,2,Low,Low floor
1889,flat,sector 102,0.45,2.0,2.0,1,Relatively New,838.0,0,0,2,Medium,High floor
1890,flat,sector 52,1.85,3.0,3.0,3,Moderately Old,2127.0,0,0,1,Low,Mid floor
1891,flat,sector 95,0.8,2.0,2.0,3,New Property,1120.0,0,0,1,Medium,Mid floor
1892,flat,sector 67,1.0,3.0,3.0,3+,Moderately Old,1406.0,0,0,1,Low,Low floor
1893,flat,sector 84,1.2,2.0,2.0,3,Relatively New,1457.0,0,0,0,Medium,Mid floor
1894,flat,sohna road,0.85,3.0,2.0,2,New Property,1080.0,0,0,1,Low,Mid floor
1895,flat,sohna road,0.35,2.0,2.0,2,Relatively New,694.0,0,0,1,Medium,High floor
1896,flat,sector 88,1.15,2.0,2.0,1,New Property,120.0,0,0,1,Medium,High floor
1897,flat,sector 92,1.0,4.0,4.0,3,Relatively New,2093.0,0,0,1,Low,Mid floor
1898,flat,sector 91,0.96,2.0,2.0,3+,Moderately Old,1271.0,0,0,1,Medium,Mid floor
1899,flat,sector 86,1.3,3.0,3.0,3,Moderately Old,1747.0,0,0,1,Medium,High floor
1900,flat,sector 28,3.0,3.0,5.0,3+,Old Property,2590.0,0,0,1,Low,Mid floor
1901,flat,sector 89,1.3,3.0,3.0,2,New Property,1857.0,0,0,1,Low,Low floor
1902,flat,sector 43,2.5,4.0,4.0,3+,Moderately Old,2722.0,0,0,1,Low,Mid floor
1903,flat,sector 77,2.25,3.0,3.0,3,New Property,1810.0,0,0,0,Low,High floor
1904,flat,sector 81,1.45,3.0,2.0,3+,Relatively New,2103.0,0,0,1,Low,Mid floor
1905,flat,sector 79,1.45,2.0,2.0,3+,Relatively New,1494.0,0,0,1,Medium,Mid floor
1906,flat,sector 76,1.9,3.0,3.0,2,Under Construction,1513.0,0,0,1,Medium,Low floor
1907,flat,sector 92,0.5,3.0,3.0,1,New Property,711.0,0,0,2,Medium,High floor
1908,flat,sector 68,1.45,3.0,2.0,3+,New Property,1365.0,0,0,1,Low,Mid floor
1909,flat,sector 89,1.05,2.0,2.0,2,Under Construction,1103.0,0,0,1,Low,Mid floor
1910,flat,sector 57,5.5,5.0,6.0,3+,Moderately Old,5010.0,0,0,0,High,High floor
1911,flat,sector 95,0.56,2.0,2.0,2,New Property,1364.0,0,0,1,Low,Mid floor
1912,flat,sector 95,0.57,2.0,2.0,2,New Property,1364.0,0,0,1,Low,Mid floor
1913,flat,sector 104,2.3,3.0,4.0,3+,New Property,2544.0,0,0,1,Medium,High floor
1914,flat,sector 70,1.75,3.0,5.0,3,New Property,2410.0,0,0,1,Low,Mid floor
1915,flat,sector 102,1.6,3.0,3.0,3,Relatively New,2061.0,0,0,1,Low,Mid floor
1916,flat,sector 62,3.95,3.0,3.0,3,New Property,2876.0,0,0,0,Low,High floor
1917,flat,sector 37,0.38,2.0,2.0,1,Relatively New,925.0,0,0,1,Medium,Mid floor
1918,flat,sector 95,0.41,2.0,2.0,2,New Property,670.0,0,0,0,Medium,High floor
1919,flat,sector 92,1.0,4.0,4.0,3,New Property,1828.0,0,0,1,Low,High floor
1920,flat,sector 37,0.5,3.0,3.0,2,Relatively New,778.0,0,0,1,Low,Low floor
1921,flat,sector 92,0.8,3.0,2.0,2,Relatively New,1473.0,0,0,1,Low,Mid floor
1922,flat,sector 37,0.86,3.0,3.0,2,New Property,1593.0,0,0,1,Low,Low floor
1923,flat,sector 86,1.25,3.0,2.0,1,New Property,1529.0,0,0,1,Medium,Low floor
1924,flat,sector 65,5.9,3.0,3.0,3,Moderately Old,3043.0,0,0,2,Low,Mid floor
1925,flat,sector 31,1.2,3.0,2.0,2,Moderately Old,1450.0,0,0,2,Medium,Low floor
1926,flat,sohna road,0.95,2.0,2.0,3,Relatively New,1790.0,0,0,1,Low,Mid floor
1927,flat,sector 66,2.8,3.0,3.0,2,New Property,1950.0,0,0,2,Medium,High floor
1928,flat,sohna road,0.28,2.0,2.0,2,New Property,588.0,0,0,1,Low,High floor
1929,flat,sector 102,2.03,3.0,3.0,2,New Property,2102.0,0,0,1,Medium,Low floor
1930,flat,sector 99,0.3,2.0,1.0,0,New Property,500.0,0,0,1,Low,High floor
1931,flat,sector 9a,0.75,3.0,3.0,3,Old Property,1433.0,0,0,1,Low,Mid floor
1932,flat,sector 70,1.7,4.0,3.0,3,Relatively New,2111.0,0,0,0,Low,Low floor
1933,flat,sector 112,3.1,2.0,2.0,3,Relatively New,1500.0,0,0,0,Medium,Mid floor
1934,flat,sector 99,0.4,2.0,2.0,2,New Property,1140.0,0,0,1,Medium,Mid floor
1935,flat,sector 3,1.3,2.0,2.0,2,Under Construction,1604.0,0,0,1,Low,Mid floor
1936,flat,sohna road,0.26,2.0,2.0,2,New Property,640.0,0,0,1,Medium,Mid floor
1937,flat,sohna road,0.24,2.0,2.0,1,Relatively New,516.0,0,0,1,Low,High floor
1938,flat,sector 67,0.56,2.0,2.0,1,New Property,889.0,0,0,1,Medium,Mid floor
1939,flat,sector 31,5.5,4.0,5.0,3+,Relatively New,2663.0,0,0,1,Medium,Low floor
1940,flat,sector 91,1.8,4.0,4.0,3+,Moderately Old,2604.0,0,0,1,Medium,Mid floor
1941,flat,sector 86,1.6,3.0,3.0,1,Relatively New,1746.0,0,0,1,Medium,High floor
1942,flat,sector 111,0.96,2.0,2.0,1,Relatively New,1338.0,0,0,1,Medium,Mid floor
1943,flat,sector 109,0.79,3.0,2.0,2,Relatively New,1872.0,0,0,0,Low,Mid floor
1944,flat,sohna road,0.42,2.0,2.0,2,New Property,564.0,0,0,1,Medium,Low floor
1945,flat,sector 63,3.35,3.0,3.0,3+,New Property,2034.0,0,0,0,Low,Mid floor
1946,flat,sector 48,5.0,3.0,4.0,3,Moderately Old,4778.0,0,0,1,Medium,High floor
1947,flat,sector 70,1.0,3.0,2.0,2,Moderately Old,1078.0,0,0,1,Medium,Mid floor
1948,flat,sector 48,2.75,3.0,4.0,3+,Moderately Old,3731.0,0,0,1,Low,Mid floor
1949,flat,sector 108,2.4,2.0,2.0,2,New Property,1250.0,0,0,0,Medium,High floor
1950,flat,sector 63,3.15,3.0,3.0,3,Relatively New,2153.0,0,0,1,Low,Mid floor
1951,flat,sohna road,0.95,2.0,2.0,3+,New Property,1175.97,0,0,1,Medium,Mid floor
1952,flat,sector 33,1.4,3.0,2.0,3+,New Property,179.0,0,0,1,Medium,High floor
1953,flat,sector 33,2.15,3.0,3.0,3+,New Property,1439.0,0,0,1,Low,Low floor
1954,flat,sector 91,1.8,3.0,3.0,3+,Relatively New,2578.0,0,0,2,Low,Low floor
1955,flat,sector 99,0.31,2.0,2.0,2,New Property,583.0,0,0,1,Medium,Mid floor
1956,flat,sector 37,1.07,3.0,3.0,2,Relatively New,1450.0,0,0,1,Medium,Low floor
1957,flat,sector 108,0.7,2.0,2.0,2,Relatively New,1505.0,0,0,1,Low,High floor
1958,flat,sohna road,1.1,3.0,2.0,3,Relatively New,1319.0,0,0,1,Medium,High floor
1959,flat,sector 50,1.05,2.0,2.0,2,Moderately Old,1098.0,0,0,1,Medium,Low floor
1960,flat,sohna road,0.25,2.0,2.0,1,Relatively New,681.0,0,0,0,Medium,High floor
1961,flat,sector 89,0.42,2.0,2.0,2,Relatively New,769.0,0,0,1,Low,Mid floor
1962,flat,sector 63,2.1,2.0,2.0,2,Relatively New,1400.0,0,0,1,Low,Low floor
1963,flat,sector 95,0.19,1.0,1.0,1,Relatively New,3569.0,0,0,1,Low,High floor
1964,flat,sector 51,2.1,4.0,4.0,3,Relatively New,2300.0,0,0,1,Medium,Low floor
1965,flat,sector 92,1.44,4.0,4.0,3,Relatively New,2267.0,0,0,1,Low,Mid floor
1966,flat,sector 92,0.71,3.0,3.0,2,Relatively New,1596.0,0,0,1,Low,Mid floor
1967,flat,sohna road,0.21,1.0,1.0,1,Relatively New,438.0,0,0,1,Low,Low floor
1968,flat,sector 102,2.5,3.0,3.0,3,Relatively New,1653.0,0,0,1,High,High floor
1969,flat,sector 95,0.41,2.0,2.0,2,New Property,670.0,0,0,0,Medium,High floor
1970,flat,sector 92,0.56,3.0,1.0,3,Moderately Old,1316.0,0,0,0,Medium,Low floor
1971,flat,sector 2,0.35,2.0,2.0,2,Relatively New,800.0,0,0,1,Low,Mid floor
1972,flat,manesar,0.9,3.0,3.0,3,Old Property,1900.0,0,0,2,Low,Low floor
1973,flat,sector 81,1.35,3.0,3.0,3+,Old Property,1989.0,0,0,1,Medium,Mid floor
1974,flat,sector 113,2.0,3.0,3.0,3,New Property,1806.0,0,0,1,Medium,High floor
1975,flat,sector 69,0.6,2.0,1.0,1,Relatively New,584.0,0,0,1,Low,High floor
1976,flat,sector 108,1.0,2.0,2.0,2,Relatively New,2060.0,0,0,1,Low,Low floor
1977,flat,sector 92,0.87,4.0,4.0,2,Moderately Old,1584.0,0,0,2,Medium,Low floor
1978,flat,sector 70,1.3,2.0,2.0,3,Moderately Old,2069.0,0,0,0,Low,High floor
1979,flat,sector 95,0.48,2.0,2.0,2,Relatively New,744.0,0,0,1,Low,Mid floor
1980,flat,sector 107,0.94,2.0,2.0,3+,Moderately Old,1236.0,0,0,1,Medium,Low floor
1981,flat,sector 69,0.75,2.0,2.0,2,Under Construction,991.0,0,0,1,Low,Mid floor
1982,flat,sector 71,0.65,2.0,2.0,1,Relatively New,879.0,0,0,0,Low,Mid floor
1983,flat,sector 33,1.7,3.0,3.0,3+,New Property,2512.0,0,0,0,Low,Mid floor
1984,flat,sector 7,0.48,3.0,2.0,1,New Property,889.0,0,0,1,Low,Low floor
1985,flat,sector 23,0.55,2.0,2.0,1,Moderately Old,995.0,0,0,0,Low,Low floor
1986,flat,sector 63,0.7,1.0,1.0,0,Relatively New,693.0,0,0,1,Low,Mid floor
1987,flat,sector 63,1.55,2.0,2.0,2,Under Construction,1167.0,0,0,1,Low,Low floor
1988,flat,sector 51,0.3,1.0,1.0,2,Old Property,690.0,0,0,1,Low,Low floor
1989,flat,sector 83,0.87,2.0,2.0,2,Moderately Old,1127.0,0,0,1,Low,Mid floor
1990,flat,sector 73,1.0,2.0,2.0,2,New Property,1444.0,0,0,1,Low,High floor
1991,flat,sector 67,1.3,2.0,2.0,2,Relatively New,1296.0,0,0,1,Medium,Low floor
1992,flat,sector 23,4.0,4.0,4.0,2,Moderately Old,3889.0,0,0,0,Medium,Mid floor
1993,flat,sector 89,1.85,3.0,3.0,3+,New Property,1946.0,0,0,1,Low,High floor
1994,flat,sector 70,1.75,3.0,5.0,0,Relatively New,1950.0,0,0,1,Low,Low floor
1995,flat,sector 53,4.8,3.0,4.0,3+,New Property,2895.0,0,0,1,Medium,High floor
1996,flat,sector 33,1.3,3.0,2.0,3+,New Property,1409.0,0,0,1,Low,High floor
1997,flat,sector 37,0.9,3.0,3.0,3,Relatively New,1435.0,0,0,1,Medium,Mid floor
1998,flat,sector 43,5.8,4.0,4.0,3+,Old Property,2801.0,0,0,1,Low,High floor
1999,flat,sector 70,1.4,2.0,2.0,2,Relatively New,1262.0,0,0,1,Low,High floor
2000,flat,sector 71,0.95,2.0,2.0,0,Moderately Old,1200.0,0,0,1,Low,Mid floor
2001,flat,sector 33,1.35,3.0,2.0,3+,New Property,1409.0,0,0,1,Low,High floor
2002,flat,sector 86,0.95,3.0,2.0,1,New Property,1878.0,0,0,1,Low,Mid floor
2003,flat,sector 90,0.7,2.0,2.0,3,New Property,1224.0,0,0,1,Medium,Mid floor
2004,flat,sector 108,3.0,4.0,5.0,3+,Relatively New,2204.25,0,0,2,Medium,Low floor
2005,flat,sohna road,0.2,1.0,1.0,1,New Property,473.99,0,0,1,Medium,Mid floor
2006,flat,sector 92,0.5,2.0,2.0,3,Moderately Old,905.0,0,0,1,Low,Low floor
2007,flat,sector 113,2.0,3.0,3.0,2,Under Construction,1507.0,0,0,1,Low,High floor
2008,flat,sector 89,1.7,3.0,3.0,3+,Under Construction,1944.0,0,0,1,Medium,Mid floor
2009,flat,sector 36,0.65,2.0,2.0,2,Relatively New,657.0,0,0,1,Medium,Mid floor
2010,flat,sector 63,7.52,4.0,4.0,3,Relatively New,3956.0,0,0,1,Medium,High floor
2011,flat,sector 113,2.87,4.0,4.0,3+,Under Construction,2553.0,0,0,1,Medium,Mid floor
2012,flat,sector 33,1.2,2.0,2.0,3,New Property,86.0,0,0,1,Medium,Low floor
2013,flat,sector 69,0.6,2.0,1.0,1,Relatively New,667.0,0,0,1,Low,High floor
2014,flat,sector 70,1.8,3.0,5.0,3,New Property,2167.0,0,0,1,Medium,Low floor
2015,flat,sector 81,0.48,2.0,2.0,1,Relatively New,818.0,0,0,0,Low,High floor
2016,flat,sector 28,4.3,3.0,4.0,3,Old Property,3133.0,0,0,1,Low,Mid floor
2017,flat,sector 89,0.9,2.0,2.0,2,New Property,998.0,0,0,1,Medium,Mid floor
2018,flat,sector 70,2.75,3.0,3.0,3+,Relatively New,2150.0,0,0,1,Low,High floor
2019,flat,sector 70,1.2,3.0,3.0,3+,Relatively New,1450.0,0,0,2,Low,Low floor
2020,flat,sector 106,0.46,1.0,1.0,1,New Property,778.0,0,0,1,Medium,High floor
2021,flat,sector 37,1.1,3.0,3.0,2,Relatively New,1439.0,0,0,1,Low,Low floor
2022,flat,sector 68,1.15,2.0,2.0,3,New Property,1127.0,0,0,1,Low,Mid floor
2023,flat,sector 52,0.45,1.0,1.0,0,Moderately Old,513.0,0,0,0,Low,Low floor
2024,flat,sohna road,0.45,2.0,2.0,1,New Property,590.0,0,0,1,Low,Mid floor
2025,flat,sector 93,0.4,2.0,2.0,0,Relatively New,730.0,0,0,1,Low,Low floor
2026,flat,sohna road,0.4,2.0,2.0,2,Relatively New,900.0,0,0,1,Low,Low floor
2027,flat,sector 65,2.25,2.0,2.0,3,Relatively New,1592.0,0,0,1,Low,Mid floor
2028,flat,sector 63,3.4,3.0,3.0,3+,New Property,3077.0,0,0,1,Medium,Low floor
2029,flat,sector 82,1.45,4.0,3.0,0,Relatively New,1800.0,0,0,1,Medium,Low floor
2030,flat,sector 69,1.2,2.0,3.0,0,Relatively New,1100.0,0,0,1,Medium,Low floor
2031,flat,sector 65,1.9,2.0,2.0,3,Under Construction,1141.0,0,0,1,Medium,Mid floor
2032,flat,sector 88,1.65,3.0,3.0,3,New Property,1652.0,0,0,1,Medium,High floor
2033,flat,sector 74,2.7,3.0,3.0,3,New Property,2018.0,0,0,1,Medium,High floor
2034,flat,sohna road,0.54,2.0,2.0,3,New Property,1058.0,0,0,1,Low,Mid floor
2035,flat,sohna road,0.22,1.0,1.0,1,New Property,778.0,0,0,1,Medium,Low floor
2036,flat,sohna road,0.29,2.0,2.0,2,Relatively New,534.0,0,0,1,Medium,Mid floor
2037,flat,sector 11,0.33,2.0,2.0,0,Relatively New,761.0,0,0,1,Low,High floor
2038,flat,sector 104,0.2,1.0,1.0,1,Relatively New,301.0,0,0,1,Medium,Mid floor
2039,flat,sector 103,1.57,3.0,3.0,3,Relatively New,1845.0,0,0,1,Low,Low floor
2040,flat,sector 37,0.8,2.0,2.0,2,Relatively New,860.0,0,0,1,Low,Low floor
2041,flat,sector 37,1.35,3.0,3.0,3+,Relatively New,1600.0,0,0,1,Medium,Mid floor
2042,flat,sector 69,2.0,4.0,4.0,1,Relatively New,2186.0,0,0,1,Medium,High floor
2043,flat,sohna road,0.87,3.0,2.0,3,Relatively New,1210.0,0,0,1,Medium,Mid floor
2044,flat,sohna road,0.78,2.0,2.0,2,Relatively New,1144.0,0,0,1,Medium,Mid floor
2045,flat,sector 71,0.95,2.0,2.0,2,Moderately Old,1084.0,0,0,0,Medium,Mid floor
2046,flat,sector 92,1.1,3.0,2.0,3,Relatively New,2350.0,0,0,1,Low,Low floor
2047,flat,sector 63,3.3,3.0,3.0,3,Relatively New,2612.0,0,0,1,Medium,Mid floor
2048,flat,sector 51,0.3,1.0,1.0,0,Moderately Old,80.0,0,0,1,Low,Low floor
2049,flat,sector 33,2.96,4.0,4.0,3,New Property,2371.0,0,0,0,Low,Low floor
2050,flat,sector 92,0.79,3.0,2.0,2,New Property,1175.0,0,0,1,Low,High floor
2051,flat,sector 92,0.79,3.0,2.0,2,New Property,1175.0,0,0,1,Low,High floor
2052,flat,sector 33,1.7,3.0,3.0,3+,New Property,1500.0,0,0,1,Low,Mid floor
2053,flat,sector 88,1.4,3.0,3.0,3+,Relatively New,1674.0,0,0,0,Low,Mid floor
2054,flat,sector 92,0.58,3.0,3.0,3,New Property,1281.0,0,0,1,Medium,Mid floor
2055,flat,sector 79,2.55,4.0,5.0,2,New Property,2675.0,0,0,1,Low,Mid floor
2056,flat,sector 104,1.9,3.0,3.0,3,Relatively New,2130.0,0,0,0,Medium,High floor
2057,flat,sector 68,1.25,2.0,2.0,3,New Property,1490.0,0,0,1,Low,Mid floor
2058,flat,sector 103,1.65,3.0,3.0,3+,Relatively New,2588.0,0,0,1,Low,High floor
2059,flat,sector 92,0.75,3.0,3.0,3,Relatively New,1415.0,0,0,0,Low,Low floor
2060,flat,manesar,1.6,4.0,6.0,3+,Relatively New,2611.0,0,0,1,Low,Mid floor
2061,flat,sector 107,1.15,2.0,2.0,3,Relatively New,1975.0,0,0,1,Low,Low floor
2062,flat,sector 104,1.4,3.0,2.0,2,Relatively New,1749.0,0,0,1,Low,Mid floor
2063,flat,sector 81,1.28,3.0,3.0,3,Moderately Old,1982.0,0,0,0,Low,Low floor
2064,flat,sohna road,0.75,3.0,2.0,3+,New Property,1201.0,0,0,1,Medium,Mid floor
2065,flat,gwal pahari,1.0,2.0,2.0,2,New Property,833.0,0,0,0,Low,Mid floor
2066,flat,sector 95,0.4,2.0,2.0,3,New Property,661.0,0,0,1,Low,Low floor
2067,flat,sector 70,1.75,3.0,4.0,2,Relatively New,1950.0,0,0,1,Low,High floor
2068,flat,sector 65,2.1,2.0,2.0,3,New Property,1586.0,0,0,1,Low,Mid floor
2069,flat,sector 61,2.5,3.0,3.0,1,New Property,1549.0,0,0,1,Medium,Low floor
2070,flat,sector 10,2.3,6.0,4.0,2,Moderately Old,3951.0,0,0,1,Low,Mid floor
2071,flat,sector 83,1.8,3.0,4.0,0,Relatively New,1900.0,0,0,1,Medium,Mid floor
2072,flat,sector 61,2.0,3.0,3.0,2,New Property,1721.0,0,0,1,Medium,Mid floor
2073,flat,sector 79,1.0,2.0,2.0,3,Relatively New,1700.0,0,0,1,Low,Mid floor
2074,flat,sector 85,0.9,3.0,3.0,3,Relatively New,1436.0,0,0,1,Low,Mid floor
2075,flat,sector 25,8.0,5.0,5.0,3+,Old Property,5778.0,0,0,2,Low,Low floor
2076,flat,sector 70,0.95,2.0,2.0,1,New Property,930.0,0,0,0,Medium,High floor
2077,flat,sector 21,1.3,5.0,5.0,2,Old Property,2400.0,0,0,0,Low,Low floor
2078,flat,sector 79,1.45,2.0,2.0,3,Relatively New,1578.0,0,0,1,Medium,High floor
2079,flat,sector 50,6.75,4.0,4.0,0,Moderately Old,3395.0,0,0,1,Low,Mid floor
2080,flat,sector 37,1.25,3.0,3.0,3,Relatively New,2283.0,0,0,1,Low,Mid floor
2081,flat,sector 63,4.49,4.0,4.0,3+,New Property,3150.0,0,0,0,Medium,Mid floor
2082,flat,sector 43,6.0,4.0,4.0,2,Old Property,2667.0,0,0,0,Low,Low floor
2083,flat,gwal pahari,1.53,3.0,3.0,3,New Property,1589.0,0,0,0,Medium,Low floor
2084,flat,sector 92,0.7,3.0,2.0,2,Relatively New,1325.0,0,0,1,Medium,Mid floor
2085,flat,sector 84,0.39,2.0,2.0,0,Relatively New,821.0,0,0,1,Low,Mid floor
2086,flat,sohna road,0.56,2.0,2.0,3,New Property,913.0,0,0,1,Medium,Mid floor
2087,flat,sector 59,6.75,4.0,4.0,2,New Property,4103.0,0,0,1,Low,Mid floor
2088,flat,sector 92,0.99,3.0,2.0,3,Relatively New,1091.0,0,0,1,Low,Low floor
2089,flat,sector 85,1.4,2.0,2.0,3,Relatively New,1400.0,0,0,1,Low,High floor
2090,flat,sector 67,0.6,2.0,2.0,2,New Property,633.0,0,0,1,Low,High floor
2091,flat,sector 104,1.35,3.0,2.0,2,New Property,1709.0,0,0,1,Low,High floor
2092,flat,sohna road,1.2,3.0,3.0,0,Relatively New,1780.0,0,0,1,Medium,High floor
2093,flat,sector 79,0.71,2.0,2.0,0,Under Construction,1295.0,0,0,1,Low,Mid floor
2094,flat,sector 3,0.58,2.0,2.0,2,Old Property,900.0,0,0,1,Medium,Low floor
2095,flat,sector 89,1.14,3.0,3.0,2,New Property,1581.0,0,0,1,Medium,Low floor
2096,flat,sector 103,1.69,3.0,3.0,3+,Relatively New,1670.0,0,0,1,Low,Mid floor
2097,flat,sohna road,0.48,2.0,2.0,2,Relatively New,995.0,0,0,1,Low,High floor
2098,flat,sector 102,1.99,2.0,2.0,2,New Property,1756.0,0,0,1,High,High floor
2099,flat,sector 81,0.75,2.0,2.0,2,Moderately Old,1397.0,0,0,1,Low,Mid floor
2100,flat,sector 79,2.5,3.0,3.0,3+,Relatively New,2244.0,0,0,1,Low,Mid floor
2101,flat,sohna road,0.58,2.0,2.0,2,Relatively New,822.0,0,0,1,Medium,Mid floor
2102,flat,sector 86,0.64,2.0,2.0,1,New Property,1360.0,0,0,1,Medium,Mid floor
2103,flat,sector 77,1.2,3.0,3.0,3,Relatively New,1822.0,0,0,1,Low,High floor
2104,flat,sector 85,0.93,3.0,3.0,3,Relatively New,1587.0,0,0,1,Low,Mid floor
2105,flat,sector 68,0.8,2.0,2.0,3+,New Property,1180.0,0,0,0,Low,High floor
2106,flat,sector 81,0.31,1.0,1.0,1,Relatively New,555.0,0,0,2,Medium,High floor
2107,flat,sector 7,0.8,3.0,2.0,1,Relatively New,1100.0,0,0,0,Medium,Mid floor
2108,flat,sector 67,0.7,2.0,2.0,1,New Property,657.0,0,0,1,Low,High floor
2109,flat,sector 9a,1.5,4.0,3.0,3+,Moderately Old,2056.0,0,0,1,Low,Mid floor
2110,flat,sector 36,0.4,1.0,1.0,1,Relatively New,436.0,0,0,1,Low,Mid floor
2111,flat,sector 89,1.1,3.0,1.0,0,New Property,1103.0,0,0,1,Low,Low floor
2112,flat,sector 103,0.5,2.0,2.0,0,Relatively New,750.0,0,0,1,Low,Mid floor
2113,flat,sector 33,1.35,3.0,2.0,2,New Property,1444.0,0,0,1,Medium,Mid floor
2114,flat,sector 51,1.7,3.0,4.0,3,Moderately Old,1773.0,0,0,1,Medium,Low floor
2115,flat,sector 99,0.72,2.0,2.0,2,Relatively New,784.0,0,0,1,Low,High floor
2116,flat,sector 84,0.35,2.0,2.0,2,Relatively New,537.0,0,0,1,Low,Mid floor
2117,flat,sector 12,0.6,2.0,2.0,1,New Property,800.0,0,0,2,Low,Low floor
2118,flat,sector 68,1.2,2.0,2.0,3,Relatively New,1548.0,0,0,2,Medium,Low floor
2119,flat,sector 103,0.5,2.0,2.0,2,Relatively New,1060.0,0,0,1,Low,Mid floor
2120,flat,sector 56,0.47,1.0,1.0,1,Old Property,672.0,0,0,0,Medium,Mid floor
2121,flat,sector 53,5.0,3.0,4.0,3,Old Property,3222.0,0,0,0,Low,Mid floor
2122,flat,sector 66,1.7,2.0,2.0,2,Relatively New,1072.0,0,0,1,Medium,Mid floor
2123,flat,sector 37,0.95,3.0,3.0,3+,New Property,1697.0,0,0,1,Medium,Low floor
2124,flat,sector 86,2.2,3.0,3.0,1,Relatively New,1747.0,0,0,2,Medium,Mid floor
2125,flat,sector 81,0.82,2.0,2.0,3,Relatively New,955.0,0,0,1,Medium,Low floor
2126,flat,sector 93,1.25,4.0,4.0,3,Relatively New,2105.0,0,0,1,Low,High floor
2127,flat,sector 68,0.84,2.0,2.0,2,New Property,1180.0,0,0,1,Low,Mid floor
2128,flat,sector 65,3.2,4.0,3.0,2,Relatively New,3150.0,0,0,1,Low,Low floor
2129,flat,sector 82,1.75,4.0,5.0,3+,Relatively New,2535.0,0,0,1,Medium,Low floor
2130,flat,sohna road,0.35,2.0,2.0,1,New Property,699.0,0,0,1,Medium,Low floor
2131,flat,sector 106,3.9,3.0,3.0,0,Relatively New,2450.0,0,0,1,Medium,High floor
2132,flat,sector 48,3.45,3.0,3.0,3,Moderately Old,1869.0,0,0,1,Low,High floor
2133,flat,sector 70,2.35,4.0,4.0,3+,Moderately Old,2667.0,0,0,1,Medium,Mid floor
2134,flat,sector 89,1.5,3.0,3.0,3,Under Construction,1480.0,0,0,1,Medium,Mid floor
2135,flat,sector 70,1.34,2.0,2.0,3+,New Property,1180.0,0,0,0,Medium,High floor
2136,flat,sector 110,3.4,4.0,5.0,3,Relatively New,3077.0,0,0,1,Medium,Mid floor
2137,flat,sector 69,1.8,3.0,3.0,3,Relatively New,1893.0,0,0,1,Low,High floor
2138,flat,sector 92,1.1,4.0,3.0,2,New Property,1778.0,0,0,1,Low,High floor
2139,flat,sector 89,0.97,2.0,2.0,3+,New Property,1103.0,0,0,1,Low,Low floor
2140,flat,sector 63,3.25,3.0,3.0,3,New Property,2700.0,0,0,1,Low,Mid floor
2141,flat,sector 61,2.55,3.0,3.0,2,New Property,1630.0,0,0,1,Low,Mid floor
2142,flat,sector 92,0.61,3.0,2.0,2,Under Construction,1141.0,0,0,1,Low,Mid floor
2143,flat,sector 72,1.9,3.0,3.0,3,Relatively New,1975.0,0,0,1,Low,Mid floor
2144,flat,sohna road,0.75,2.0,2.0,0,Relatively New,1081.0,0,0,1,Medium,Low floor
2145,flat,sohna road,1.35,3.0,3.0,3,New Property,2444.0,0,0,1,Medium,Low floor
2146,flat,sector 69,1.65,3.0,3.0,2,Relatively New,1578.0,0,0,0,Medium,Low floor
2147,flat,sector 37,1.5,3.0,2.0,3+,Relatively New,1376.0,0,0,1,Low,High floor
2148,flat,sector 72,1.9,3.0,3.0,3,Moderately Old,1787.0,0,0,0,Low,Mid floor
2149,flat,sector 48,15.0,5.0,6.0,3+,Relatively New,7444.0,0,0,2,Low,High floor
2150,flat,sector 111,3.9,4.0,5.0,3+,Relatively New,4354.0,0,0,2,High,Mid floor
2151,flat,sohna road,0.46,2.0,2.0,2,Relatively New,800.0,0,0,2,Medium,Mid floor
2152,flat,sector 4,0.32,2.0,2.0,1,Relatively New,1056.0,0,0,0,Low,Mid floor
2153,flat,sohna road,0.42,2.0,2.0,1,Relatively New,650.0,0,0,1,Low,High floor
2154,flat,sector 63,7.8,4.0,4.0,0,Relatively New,3950.0,0,0,1,Medium,Mid floor
2155,flat,gwal pahari,0.95,3.0,3.0,3,Old Property,1778.0,0,0,1,Low,High floor
2156,flat,sector 48,3.45,4.0,4.0,3+,Moderately Old,3000.0,0,0,1,Low,Low floor
2157,flat,sector 70,1.1,3.0,2.0,2,Relatively New,1350.0,0,0,1,Low,Mid floor
2158,flat,manesar,0.85,3.0,2.0,2,Moderately Old,1508.0,0,0,1,Low,Mid floor
2159,flat,sector 91,0.95,2.0,2.0,2,Relatively New,1186.0,0,0,1,Medium,Mid floor
2160,flat,manesar,0.75,3.0,2.0,2,Moderately Old,1502.0,0,0,1,Low,Mid floor
2161,flat,sector 89,0.75,2.0,2.0,2,Moderately Old,1032.0,0,0,1,Low,Mid floor
2162,flat,sector 83,1.4,3.0,3.0,2,Relatively New,1570.0,0,0,0,Medium,Mid floor
2163,flat,sector 47,2.45,3.0,4.0,2,Old Property,2544.0,0,0,0,Low,Low floor
2164,flat,sector 68,1.0,2.0,2.0,3,New Property,1311.0,0,0,1,Low,High floor
2165,flat,sector 89,1.25,3.0,3.0,2,New Property,1581.0,0,0,1,Low,Mid floor
